"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
Test that Leave Period page has global navigation header.

Scenario:
    Given I am on the Leave Period configuration page
    Then I should see the global navigation header
    And I should be able to access user dropdown
    And I should be able to navigate to other modules

This verifies the global navigation component is available.
","69","test_leave_period_preserves_global_navigation[chromium]","tests","Wed Oct 29 00:43:43 UTC 2025","passed","Wed Oct 29 00:43:43 UTC 2025","TestLeavePeriodIntegration","test_leave_period","",""
"
Test performance review workflow.

Workflow:
1. View employee in PIM
2. Check employee performance
3. Review attendance (Time)
4. Check leave history
","10370","test_performance_review_workflow[webkit]","tests","Wed Oct 29 00:42:53 UTC 2025","passed","Wed Oct 29 00:43:03 UTC 2025","TestCommonUserWorkflows","test_cross_module_navigation","",""
"
Test that URL changes correctly reflect navigation actions.

Verifies that each navigation action results in a unique URL
corresponding to the target module.
","7476","test_url_changes_reflect_navigation[chromium]","tests","Wed Oct 29 00:43:26 UTC 2025","passed","Wed Oct 29 00:43:34 UTC 2025","TestNavigationConsistency","test_cross_module_navigation","",""
"
Test admin configuration workflow.

Workflow:
1. Access admin panel
2. Configure system settings
3. Return to dashboard
4. Verify changes (navigate to relevant module)
","0","test_admin_configuration_workflow[firefox]","tests","Wed Oct 29 00:42:23 UTC 2025","broken","Wed Oct 29 00:42:23 UTC 2025","TestCommonUserWorkflows","test_cross_module_navigation","",""
"
Test navigation to Leave module.

Verifies that clicking Leave menu navigates to the Leave module from Dashboard.
","6392","test_navigate_to_leave[webkit]","tests","Wed Oct 29 00:44:52 UTC 2025","passed","Wed Oct 29 00:44:58 UTC 2025","TestNavigationHeaderMainMenu","test_navigation_header","",""
"
Test end date calculation for all possible start months.

This parametrized test verifies that the end date calculation
works correctly for every month of the year.

Args:
    month: Start month to test
    expected_end_month: Expected month in the end date
","0","test_all_months_end_date_calculation[firefox-November-October]","tests","Wed Oct 29 00:42:25 UTC 2025","broken","Wed Oct 29 00:42:25 UTC 2025","TestLeavePeriodMonthConfiguration","test_leave_period","",""
"
Test that navigation preserves application state correctly.

Verifies that navigating between modules using NavigationHeader
doesn't cause state loss or errors.
","4264","test_navigation_preserves_state[chromium]","tests","Wed Oct 29 00:44:39 UTC 2025","passed","Wed Oct 29 00:44:43 UTC 2025","TestNavigationHeaderIntegration","test_navigation_header","",""
"
Smoke test: Verify basic navigation works.

Critical test to ensure users can navigate between modules.
","0","test_smoke_navigation_works[firefox]","tests","Wed Oct 29 00:42:25 UTC 2025","broken","Wed Oct 29 00:42:25 UTC 2025","TestNavigationHeaderSmoke","test_navigation_header","",""
"
Test that Leave Period page has global navigation header.

Scenario:
    Given I am on the Leave Period configuration page
    Then I should see the global navigation header
    And I should be able to access user dropdown
    And I should be able to navigate to other modules

This verifies the global navigation component is available.
","78","test_leave_period_preserves_global_navigation[webkit]","tests","Wed Oct 29 00:44:14 UTC 2025","passed","Wed Oct 29 00:44:14 UTC 2025","TestLeavePeriodIntegration","test_leave_period","",""
"
Test typical employee self-service workflow.

Workflow:
1. View dashboard
2. Update personal info (My Info)
3. Apply for leave
4. Submit timesheet
","6503","test_employee_self_service_workflow[chromium]","tests","Wed Oct 29 00:43:16 UTC 2025","passed","Wed Oct 29 00:43:22 UTC 2025","TestCommonUserWorkflows","test_cross_module_navigation","",""
"
Test that Leave Period page maintains Leave module navigation.

Scenario:
    Given I am on the Leave Period configuration page
    Then I should see Leave module top bar
    And I should be able to navigate to other Leave pages

This verifies the Leave module top bar is available on Leave Period page.

Note:
    This test is skipped because the leave_period_page fixture navigates
    directly to the Leave Period URL, which doesn't load the full Leave
    module UI context. This is expected behavior for direct URL navigation.
    The test would pass if navigating via the UI (Configure dropdown),
    but that navigation method has locator issues.
","0","test_leave_period_maintains_leave_navigation[firefox]","tests","Wed Oct 29 00:42:24 UTC 2025","skipped","Wed Oct 29 00:42:24 UTC 2025","TestLeavePeriodIntegration","test_leave_period","",""
"
Verify fluent API (method chaining) works correctly for login flow.

Scenario:
    Given: User is on the login page
    When: User chains enter_username, enter_password, and click_login methods
    Then: User should be redirected to dashboard (login successful)

Args:
    login_page: LoginPage instance
    config_service: Configuration service with valid credentials
","0","test_method_chaining[firefox]","tests","Wed Oct 29 00:42:24 UTC 2025","broken","Wed Oct 29 00:42:24 UTC 2025","","test_login","",""
"
Test round trip navigation with user dropdown interaction.

Verifies that user dropdown works correctly after navigating
between modules.
","7384","test_round_trip_with_user_dropdown[webkit]","tests","Wed Oct 29 00:43:06 UTC 2025","passed","Wed Oct 29 00:43:13 UTC 2025","TestRoundTripNavigation","test_cross_module_navigation","",""
"
Test navigation to Dashboard.

Verifies that clicking Dashboard menu navigates to the main dashboard
and the URL changes accordingly.
","0","test_navigate_to_dashboard[firefox]","tests","Wed Oct 29 00:42:25 UTC 2025","broken","Wed Oct 29 00:42:25 UTC 2025","TestNavigationHeaderMainMenu","test_navigation_header","",""
"
Smoke test: Verify user dropdown is accessible.

Critical test to ensure users can access account options.
","252","test_smoke_user_dropdown_accessible[chromium]","tests","Wed Oct 29 00:44:41 UTC 2025","passed","Wed Oct 29 00:44:41 UTC 2025","TestNavigationHeaderSmoke","test_navigation_header","",""
"
Verify user dropdown menu items appear when opened.

Tests that clicking the user dropdown reveals all expected menu items
(Change Password, About, Support, Logout).
","0","test_user_dropdown_menu_items[firefox]","tests","Wed Oct 29 00:42:24 UTC 2025","broken","Wed Oct 29 00:42:24 UTC 2025","TestNavigationHeaderVisibility","test_navigation_header","",""
"
Verify user cannot login with empty username and password.

Scenario:
    Given: User is on the login page
    When: User clicks login button without entering credentials
    Then: User should remain on the login page
    And: URL should still contain ""auth/login""

Args:
    login_page: LoginPage instance
","0","test_empty_credentials[firefox]","tests","Wed Oct 29 00:42:24 UTC 2025","broken","Wed Oct 29 00:42:24 UTC 2025","","test_login","",""
"
Test navigation works after page interactions.

Verifies that performing actions on a page doesn't break
subsequent navigation.
","1934","test_navigation_after_page_interaction[chromium]","tests","Wed Oct 29 00:43:15 UTC 2025","passed","Wed Oct 29 00:43:17 UTC 2025","TestNavigationPerformance","test_cross_module_navigation","",""
"
Test round trip navigation with user dropdown interaction.

Verifies that user dropdown works correctly after navigating
between modules.
","5557","test_round_trip_with_user_dropdown[chromium]","tests","Wed Oct 29 00:42:55 UTC 2025","passed","Wed Oct 29 00:43:01 UTC 2025","TestRoundTripNavigation","test_cross_module_navigation","",""
"
Verify user can login successfully with valid credentials.

Scenario:
    Given: User is on the login page
    When: User enters valid username and password
    And: User clicks the login button
    Then: User should be redirected to the dashboard page

Args:
    login_page: LoginPage instance (already navigated to login page)
    config_service: Configuration service with valid test credentials
","1130","test_valid_login[chromium]","tests","Wed Oct 29 00:43:55 UTC 2025","passed","Wed Oct 29 00:43:56 UTC 2025","","test_login","",""
"
Test navigation to Time module.

Verifies that clicking Time menu navigates to the Time module
and the URL changes accordingly.
","1266","test_navigate_to_time[chromium]","tests","Wed Oct 29 00:44:08 UTC 2025","passed","Wed Oct 29 00:44:10 UTC 2025","TestNavigationHeaderMainMenu","test_navigation_header","",""
"
Test logout functionality.

Verifies that clicking logout redirects to login page and
the session is terminated.
","0","test_logout_functionality[firefox]","tests","Wed Oct 29 00:42:25 UTC 2025","broken","Wed Oct 29 00:42:25 UTC 2025","TestNavigationHeaderUserDropdown","test_navigation_header","",""
"
Test navigation through all main modules sequentially.

Simulates a user exploring different modules in the application,
verifying that each navigation works correctly.
","0","test_navigate_through_all_main_modules[firefox]","tests","Wed Oct 29 00:42:23 UTC 2025","broken","Wed Oct 29 00:42:23 UTC 2025","TestSequentialNavigation","test_cross_module_navigation","",""
"
Test end date calculation for all possible start months.

This parametrized test verifies that the end date calculation
works correctly for every month of the year.

Args:
    month: Start month to test
    expected_end_month: Expected month in the end date
","320","test_all_months_end_date_calculation[webkit-January-December]","tests","Wed Oct 29 00:44:22 UTC 2025","passed","Wed Oct 29 00:44:22 UTC 2025","TestLeavePeriodMonthConfiguration","test_leave_period","",""
"
Test navigation to Dashboard.

Verifies that clicking Dashboard menu navigates to the main dashboard
and the URL changes accordingly.
","2394","test_navigate_to_dashboard[webkit]","tests","Wed Oct 29 00:45:01 UTC 2025","passed","Wed Oct 29 00:45:03 UTC 2025","TestNavigationHeaderMainMenu","test_navigation_header","",""
"
Smoke test: Verify main navigation menu is visible.

Critical test to ensure the navigation header renders correctly
after login.
","0","test_smoke_main_menu_visible[firefox]","tests","Wed Oct 29 00:42:25 UTC 2025","broken","Wed Oct 29 00:42:25 UTC 2025","TestNavigationHeaderSmoke","test_navigation_header","",""
"
Test navigation to Dashboard.

Verifies that clicking Dashboard menu navigates to the main dashboard
and the URL changes accordingly.
","696","test_navigate_to_dashboard[chromium]","tests","Wed Oct 29 00:44:14 UTC 2025","passed","Wed Oct 29 00:44:14 UTC 2025","TestNavigationHeaderMainMenu","test_navigation_header","",""
"
Test navigation to Change Password page.

Verifies that clicking Change Password in the user dropdown
navigates to the password change page.
","1645","test_change_password_navigation[webkit]","tests","Wed Oct 29 00:45:13 UTC 2025","passed","Wed Oct 29 00:45:15 UTC 2025","TestNavigationHeaderUserDropdown","test_navigation_header","",""
"
Smoke test: Verify user dropdown is accessible.

Critical test to ensure users can access account options.
","505","test_smoke_user_dropdown_accessible[webkit]","tests","Wed Oct 29 00:45:43 UTC 2025","passed","Wed Oct 29 00:45:44 UTC 2025","TestNavigationHeaderSmoke","test_navigation_header","",""
"
Test end date calculation for all possible start months.

This parametrized test verifies that the end date calculation
works correctly for every month of the year.

Args:
    month: Start month to test
    expected_end_month: Expected month in the end date
","0","test_all_months_end_date_calculation[firefox-March-February]","tests","Wed Oct 29 00:42:25 UTC 2025","broken","Wed Oct 29 00:42:25 UTC 2025","TestLeavePeriodMonthConfiguration","test_leave_period","",""
"
Test that different page objects can use the same NavigationHeader.

Verifies that NavigationHeader is composable and can be used
across different page object instances.
","3315","test_multiple_page_objects_share_navigation[chromium]","tests","Wed Oct 29 00:44:32 UTC 2025","passed","Wed Oct 29 00:44:35 UTC 2025","TestNavigationHeaderIntegration","test_navigation_header","",""
"
Test opening the user dropdown.

Verifies that the user dropdown can be opened and menu items
become visible.
","504","test_open_user_dropdown[webkit]","tests","Wed Oct 29 00:45:15 UTC 2025","passed","Wed Oct 29 00:45:15 UTC 2025","TestNavigationHeaderUserDropdown","test_navigation_header","",""
"
Test end date calculation for all possible start months.

This parametrized test verifies that the end date calculation
works correctly for every month of the year.

Args:
    month: Start month to test
    expected_end_month: Expected month in the end date
","169","test_all_months_end_date_calculation[chromium-August-July]","tests","Wed Oct 29 00:45:08 UTC 2025","passed","Wed Oct 29 00:45:08 UTC 2025","TestLeavePeriodMonthConfiguration","test_leave_period","",""
"
Test navigation to Performance module.

Verifies that clicking Performance menu navigates to the Performance
module and the URL changes accordingly.
","0","test_navigate_to_performance[firefox]","tests","Wed Oct 29 00:42:25 UTC 2025","broken","Wed Oct 29 00:42:25 UTC 2025","TestNavigationHeaderMainMenu","test_navigation_header","",""
"
Test PIM to Leave navigation workflow.

Common workflow: View employee in PIM, then assign leave.
","5249","test_navigate_pim_to_leave_workflow[webkit]","tests","Wed Oct 29 00:43:04 UTC 2025","passed","Wed Oct 29 00:43:09 UTC 2025","TestSequentialNavigation","test_cross_module_navigation","",""
"
Test navigation to Leave Period from Leave List page.

Scenario:
    Given I am on the Leave List page
    When I click Configure dropdown
    And I click Leave Period menu item
    Then I should navigate to Leave Period configuration page
    And the page title should be ""Leave Period""

This verifies navigation integration within the Leave module.

TODO: Fix Configure dropdown locator in LeaveBasePage.
      Current locator: li.oxd-topbar-body-nav-tab:has-text('Configure')
      Issue: Element not clickable - may need more specific selector
","0","test_navigate_to_leave_period_from_leave_list[chromium]","tests","Wed Oct 29 00:43:35 UTC 2025","skipped","Wed Oct 29 00:43:35 UTC 2025","TestLeavePeriodIntegration","test_leave_period","",""
"
Test that navigation doesn't depend on previous navigation state.

Verifies that each navigation action works independently,
regardless of navigation history.
","13945","test_navigation_state_independent[webkit]","tests","Wed Oct 29 00:43:25 UTC 2025","passed","Wed Oct 29 00:43:39 UTC 2025","TestNavigationConsistency","test_cross_module_navigation","",""
"
Test that navigation preserves application state correctly.

Verifies that navigating between modules using NavigationHeader
doesn't cause state loss or errors.
","4755","test_navigation_preserves_state[webkit]","tests","Wed Oct 29 00:45:30 UTC 2025","passed","Wed Oct 29 00:45:35 UTC 2025","TestNavigationHeaderIntegration","test_navigation_header","",""
"
Test admin configuration workflow.

Workflow:
1. Access admin panel
2. Configure system settings
3. Return to dashboard
4. Verify changes (navigate to relevant module)
","4786","test_admin_configuration_workflow[chromium]","tests","Wed Oct 29 00:42:30 UTC 2025","passed","Wed Oct 29 00:42:34 UTC 2025","TestCommonUserWorkflows","test_cross_module_navigation","",""
"
Test navigation to Leave module.

Verifies that clicking Leave menu navigates to the Leave module from Dashboard.
","2539","test_navigate_to_leave[chromium]","tests","Wed Oct 29 00:44:12 UTC 2025","passed","Wed Oct 29 00:44:14 UTC 2025","TestNavigationHeaderMainMenu","test_navigation_header","",""
"
Verify user can login successfully with valid credentials.

Scenario:
    Given: User is on the login page
    When: User enters valid username and password
    And: User clicks the login button
    Then: User should be redirected to the dashboard page

Args:
    login_page: LoginPage instance (already navigated to login page)
    config_service: Configuration service with valid test credentials
","0","test_valid_login[firefox]","tests","Wed Oct 29 00:42:24 UTC 2025","broken","Wed Oct 29 00:42:24 UTC 2025","","test_login","",""
"
Test end date calculation for all possible start months.

This parametrized test verifies that the end date calculation
works correctly for every month of the year.

Args:
    month: Start month to test
    expected_end_month: Expected month in the end date
","174","test_all_months_end_date_calculation[chromium-November-October]","tests","Wed Oct 29 00:45:17 UTC 2025","passed","Wed Oct 29 00:45:17 UTC 2025","TestLeavePeriodMonthConfiguration","test_leave_period","",""
"
Test end date calculation for all possible start months.

This parametrized test verifies that the end date calculation
works correctly for every month of the year.

Args:
    month: Start month to test
    expected_end_month: Expected month in the end date
","474","test_all_months_end_date_calculation[webkit-August-July]","tests","Wed Oct 29 00:46:04 UTC 2025","passed","Wed Oct 29 00:46:05 UTC 2025","TestLeavePeriodMonthConfiguration","test_leave_period","",""
"
Smoke test: Verify current leave period is always displayed.

Critical test to ensure users can see the current configuration.
","14","test_smoke_current_period_displayed[webkit]","tests","Wed Oct 29 00:44:11 UTC 2025","passed","Wed Oct 29 00:44:11 UTC 2025","TestLeavePeriodSmoke","test_leave_period","",""
"
Test end date calculation for all possible start months.

This parametrized test verifies that the end date calculation
works correctly for every month of the year.

Args:
    month: Start month to test
    expected_end_month: Expected month in the end date
","167","test_all_months_end_date_calculation[chromium-January-December]","tests","Wed Oct 29 00:43:53 UTC 2025","passed","Wed Oct 29 00:43:53 UTC 2025","TestLeavePeriodMonthConfiguration","test_leave_period","",""
"
Smoke test: Verify basic configure and save workflow.

Critical end-to-end test for the primary use case.
","1216","test_smoke_configure_and_save[chromium]","tests","Wed Oct 29 00:43:32 UTC 2025","passed","Wed Oct 29 00:43:33 UTC 2025","TestLeavePeriodSmoke","test_leave_period","",""
"
Test end date calculation for all possible start months.

This parametrized test verifies that the end date calculation
works correctly for every month of the year.

Args:
    month: Start month to test
    expected_end_month: Expected month in the end date
","163","test_all_months_end_date_calculation[chromium-September-August]","tests","Wed Oct 29 00:45:09 UTC 2025","passed","Wed Oct 29 00:45:09 UTC 2025","TestLeavePeriodMonthConfiguration","test_leave_period","",""
"
Test Leave to Time navigation workflow.

Common workflow: Check leave balance, then view timesheets.
","0","test_navigate_leave_to_time_workflow[firefox]","tests","Wed Oct 29 00:42:24 UTC 2025","broken","Wed Oct 29 00:42:24 UTC 2025","TestSequentialNavigation","test_cross_module_navigation","",""
"
Test navigation to Directory module.

Verifies that clicking Directory menu navigates to the Directory
module and the URL changes accordingly.
","723","test_navigate_to_directory[chromium]","tests","Wed Oct 29 00:44:17 UTC 2025","passed","Wed Oct 29 00:44:18 UTC 2025","TestNavigationHeaderMainMenu","test_navigation_header","",""
"
Test that navigation doesn't depend on previous navigation state.

Verifies that each navigation action works independently,
regardless of navigation history.
","8323","test_navigation_state_independent[chromium]","tests","Wed Oct 29 00:43:13 UTC 2025","passed","Wed Oct 29 00:43:22 UTC 2025","TestNavigationConsistency","test_cross_module_navigation","",""
"
Test that NavigationHeader uses composition pattern correctly.

Verifies that the nav_header attribute is available on page objects
and works as expected via composition (not inheritance).
","0","test_navigation_header_composition_pattern[firefox]","tests","Wed Oct 29 00:42:25 UTC 2025","broken","Wed Oct 29 00:42:25 UTC 2025","TestNavigationHeaderIntegration","test_navigation_header","",""
"
Test typical HR Manager workflow.

Workflow:
1. Check dashboard for quick stats
2. View employees in PIM
3. Check leave requests
4. Review recruitment pipeline
","0","test_hr_manager_workflow[firefox]","tests","Wed Oct 29 00:42:24 UTC 2025","broken","Wed Oct 29 00:42:24 UTC 2025","TestCommonUserWorkflows","test_cross_module_navigation","",""
"
Test logout functionality.

Verifies that clicking logout redirects to login page and
the session is terminated.
","2489","test_logout_functionality[webkit]","tests","Wed Oct 29 00:45:11 UTC 2025","passed","Wed Oct 29 00:45:14 UTC 2025","TestNavigationHeaderUserDropdown","test_navigation_header","",""
"
Test rapid sequential navigation doesn't cause errors.

Verifies that navigating quickly between modules doesn't
cause race conditions or errors.
","9945","test_rapid_sequential_navigation[webkit]","tests","Wed Oct 29 00:43:15 UTC 2025","passed","Wed Oct 29 00:43:25 UTC 2025","TestNavigationPerformance","test_cross_module_navigation","",""
"
Test round trip navigation with user dropdown interaction.

Verifies that user dropdown works correctly after navigating
between modules.
","0","test_round_trip_with_user_dropdown[firefox]","tests","Wed Oct 29 00:42:24 UTC 2025","broken","Wed Oct 29 00:42:24 UTC 2025","TestRoundTripNavigation","test_cross_module_navigation","",""
"
Configure leave period to start on April 1st (fiscal year).

Scenario:
    Given I am on the Leave Period configuration page
    When I select ""April"" as start month
    And I select ""01"" as start date
    Then the end date should be ""March 31""
    When I save the configuration
    Then I should see a success message

This tests a common fiscal year leave period configuration.
","1278","test_configure_leave_period_april_first[chromium]","tests","Wed Oct 29 00:43:38 UTC 2025","passed","Wed Oct 29 00:43:40 UTC 2025","TestLeavePeriodHappyPath","test_leave_period","",""
"
Test end date calculation for all possible start months.

This parametrized test verifies that the end date calculation
works correctly for every month of the year.

Args:
    month: Start month to test
    expected_end_month: Expected month in the end date
","197","test_all_months_end_date_calculation[webkit-November-October]","tests","Wed Oct 29 00:46:14 UTC 2025","passed","Wed Oct 29 00:46:14 UTC 2025","TestLeavePeriodMonthConfiguration","test_leave_period","",""
"
Test that NavigationHeader uses composition pattern correctly.

Verifies that the nav_header attribute is available on page objects
and works as expected via composition (not inheritance).
","426","test_navigation_header_composition_pattern[webkit]","tests","Wed Oct 29 00:45:32 UTC 2025","passed","Wed Oct 29 00:45:32 UTC 2025","TestNavigationHeaderIntegration","test_navigation_header","",""
"
Test that navigation header remains consistent across all modules.

Verifies that the same navigation options are available regardless
of which module the user is currently viewing.
","0","test_navigation_header_consistent_across_modules[firefox]","tests","Wed Oct 29 00:42:24 UTC 2025","broken","Wed Oct 29 00:42:24 UTC 2025","TestNavigationConsistency","test_cross_module_navigation","",""
"
Test multiple round trips between modules.

Verifies that navigating back and forth multiple times
works correctly without errors.
","0","test_multiple_round_trips[firefox]","tests","Wed Oct 29 00:42:24 UTC 2025","broken","Wed Oct 29 00:42:24 UTC 2025","TestRoundTripNavigation","test_cross_module_navigation","",""
"
Test Admin to PIM navigation workflow.

Common workflow: Admin creates user, then views in PIM.
","4873","test_navigate_admin_to_pim_workflow[webkit]","tests","Wed Oct 29 00:42:52 UTC 2025","passed","Wed Oct 29 00:42:56 UTC 2025","TestSequentialNavigation","test_cross_module_navigation","",""
"
Verify user cannot login with empty password.

Scenario:
    Given: User is on the login page
    When: User enters only username (no password)
    And: User clicks the login button
    Then: User should remain on the login page

Args:
    login_page: LoginPage instance
","0","test_empty_password[firefox]","tests","Wed Oct 29 00:42:25 UTC 2025","broken","Wed Oct 29 00:42:25 UTC 2025","","test_login","",""
"
Verify all main menu items are visible after login.

Tests that the navigation header displays all expected menu items
for a logged-in user with standard permissions.
","535","test_main_menu_items_visible[webkit]","tests","Wed Oct 29 00:44:30 UTC 2025","passed","Wed Oct 29 00:44:30 UTC 2025","TestNavigationHeaderVisibility","test_navigation_header","",""
"
Test Recruitment to Performance navigation workflow.

Common workflow: Recruit employee, then manage performance.
","2882","test_navigate_recruitment_to_performance_workflow[chromium]","tests","Wed Oct 29 00:43:09 UTC 2025","passed","Wed Oct 29 00:43:12 UTC 2025","TestSequentialNavigation","test_cross_module_navigation","",""
"
Test Admin to PIM navigation workflow.

Common workflow: Admin creates user, then views in PIM.
","0","test_navigate_admin_to_pim_workflow[firefox]","tests","Wed Oct 29 00:42:24 UTC 2025","broken","Wed Oct 29 00:42:24 UTC 2025","TestSequentialNavigation","test_cross_module_navigation","",""
"
Verify user cannot login with empty username.

Scenario:
    Given: User is on the login page
    When: User enters only password (no username)
    And: User clicks the login button
    Then: User should remain on the login page

Args:
    login_page: LoginPage instance
","912","test_empty_username[webkit]","tests","Wed Oct 29 00:44:07 UTC 2025","passed","Wed Oct 29 00:44:08 UTC 2025","","test_login","",""
"
Verify current leave period is displayed on the page.

Scenario:
    Given I am on the Leave Period configuration page
    Then I should see the current leave period displayed
    And it should be in the format ""YYYY-MM-DD to YYYY-MM-DD""

This verifies that users can see the currently configured leave period.
","10","test_view_current_leave_period[webkit]","tests","Wed Oct 29 00:44:20 UTC 2025","passed","Wed Oct 29 00:44:20 UTC 2025","TestLeavePeriodHappyPath","test_leave_period","",""
"
Demo: Method chaining with selective highlighting.

Shows how to combine fluent API with strategic highlights for debugging.

Scenario:
    Given: User is on the login page
    When: User previews elements with highlights
    And: User executes login with method chaining
    Then: Login should succeed

Args:
    login_page: LoginPage instance
    config_service: Configuration service
","0","test_method_chaining_with_highlight[firefox]","tests","Wed Oct 29 00:42:25 UTC 2025","broken","Wed Oct 29 00:42:25 UTC 2025","","test_login_demo","",""
"
Smoke test: Verify basic navigation works.

Critical test to ensure users can navigate between modules.
","3651","test_smoke_navigation_works[chromium]","tests","Wed Oct 29 00:44:42 UTC 2025","passed","Wed Oct 29 00:44:46 UTC 2025","TestNavigationHeaderSmoke","test_navigation_header","",""
"
Verify all critical login page elements are visible on page load.

Scenario:
    Given: User is on the login page
    When: Page finishes loading
    Then: Username field should be visible
    And: Password field should be visible
    And: Login button should be visible
    And: Login logo should be visible

Args:
    login_page: LoginPage instance
","907","test_login_page_elements_visible[chromium]","tests","Wed Oct 29 00:43:37 UTC 2025","passed","Wed Oct 29 00:43:38 UTC 2025","","test_login","",""
"
Test that Leave Period page maintains Leave module navigation.

Scenario:
    Given I am on the Leave Period configuration page
    Then I should see Leave module top bar
    And I should be able to navigate to other Leave pages

This verifies the Leave module top bar is available on Leave Period page.

Note:
    This test is skipped because the leave_period_page fixture navigates
    directly to the Leave Period URL, which doesn't load the full Leave
    module UI context. This is expected behavior for direct URL navigation.
    The test would pass if navigating via the UI (Configure dropdown),
    but that navigation method has locator issues.
","0","test_leave_period_maintains_leave_navigation[chromium]","tests","Wed Oct 29 00:43:35 UTC 2025","skipped","Wed Oct 29 00:43:35 UTC 2025","TestLeavePeriodIntegration","test_leave_period","",""
