"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
Test round trip navigation with user dropdown interaction.

Verifies that user dropdown works correctly after navigating
between modules.
","0","test_round_trip_with_user_dropdown[firefox]","tests","Wed Oct 29 00:29:44 UTC 2025","broken","Wed Oct 29 00:29:44 UTC 2025","TestRoundTripNavigation","test_cross_module_navigation","",""
"
Smoke test: Verify Leave Period page loads successfully.

Critical test to ensure the page is accessible and displays
all essential elements.
","20","test_smoke_leave_period_page_loads[chromium]","tests","Wed Oct 29 00:31:47 UTC 2025","passed","Wed Oct 29 00:31:47 UTC 2025","TestLeavePeriodSmoke","test_leave_period","",""
"
Verify current leave period is displayed on the page.

Scenario:
    Given I am on the Leave Period configuration page
    Then I should see the current leave period displayed
    And it should be in the format ""YYYY-MM-DD to YYYY-MM-DD""

This verifies that users can see the currently configured leave period.
","16","test_view_current_leave_period[webkit]","tests","Wed Oct 29 00:31:56 UTC 2025","passed","Wed Oct 29 00:31:56 UTC 2025","TestLeavePeriodHappyPath","test_leave_period","",""
"
Smoke test: Basic cross-module navigation works.

Critical test to ensure users can navigate between modules.
","22965","test_smoke_basic_cross_module_navigation[webkit]","tests","Wed Oct 29 00:29:57 UTC 2025","broken","Wed Oct 29 00:30:20 UTC 2025","TestCrossModuleNavigationSmoke","test_cross_module_navigation","",""
"
Test navigation to Time module.

Verifies that clicking Time menu navigates to the Time module
and the URL changes accordingly.
","797","test_navigate_to_time[chromium]","tests","Wed Oct 29 00:31:56 UTC 2025","passed","Wed Oct 29 00:31:57 UTC 2025","TestNavigationHeaderMainMenu","test_navigation_header","",""
"
Test leave period starting on last day of February.

Scenario:
    Given I am on the Leave Period configuration page
    When I select ""February"" as start month
    And I select ""28"" as start date
    Then the end date should be ""February 27""
    And the configuration should save successfully

This tests handling of shorter months.
","1239","test_february_last_day[chromium]","tests","Wed Oct 29 00:31:55 UTC 2025","passed","Wed Oct 29 00:31:56 UTC 2025","TestLeavePeriodEdgeCases","test_leave_period","",""
"
Test multiple round trips between modules.

Verifies that navigating back and forth multiple times
works correctly without errors.
","0","test_multiple_round_trips[webkit]","tests","Wed Oct 29 00:30:23 UTC 2025","broken","Wed Oct 29 00:30:23 UTC 2025","TestRoundTripNavigation","test_cross_module_navigation","",""
"
Test typical HR Manager workflow.

Workflow:
1. Check dashboard for quick stats
2. View employees in PIM
3. Check leave requests
4. Review recruitment pipeline
","0","test_hr_manager_workflow[firefox]","tests","Wed Oct 29 00:29:44 UTC 2025","broken","Wed Oct 29 00:29:44 UTC 2025","TestCommonUserWorkflows","test_cross_module_navigation","",""
"
Test navigation to Dashboard.

Verifies that clicking Dashboard menu navigates to the main dashboard
and the URL changes accordingly.
","1612","test_navigate_to_dashboard[webkit]","tests","Wed Oct 29 00:32:30 UTC 2025","passed","Wed Oct 29 00:32:32 UTC 2025","TestNavigationHeaderMainMenu","test_navigation_header","",""
"
Test that different page objects can use the same NavigationHeader.

Verifies that NavigationHeader is composable and can be used
across different page object instances.
","3176","test_multiple_page_objects_share_navigation[chromium]","tests","Wed Oct 29 00:32:24 UTC 2025","passed","Wed Oct 29 00:32:27 UTC 2025","TestNavigationHeaderIntegration","test_navigation_header","",""
"
Test end date calculation for all possible start months.

This parametrized test verifies that the end date calculation
works correctly for every month of the year.

Args:
    month: Start month to test
    expected_end_month: Expected month in the end date
","0","test_all_months_end_date_calculation[firefox-January-December]","tests","Wed Oct 29 00:29:45 UTC 2025","broken","Wed Oct 29 00:29:45 UTC 2025","TestLeavePeriodMonthConfiguration","test_leave_period","",""
"
Test that navigation doesn't depend on previous navigation state.

Verifies that each navigation action works independently,
regardless of navigation history.
","0","test_navigation_state_independent[firefox]","tests","Wed Oct 29 00:29:45 UTC 2025","broken","Wed Oct 29 00:29:45 UTC 2025","TestNavigationConsistency","test_cross_module_navigation","",""
"
Verify all critical login page elements are visible on page load.

Scenario:
    Given: User is on the login page
    When: Page finishes loading
    Then: Username field should be visible
    And: Password field should be visible
    And: Login button should be visible
    And: Login logo should be visible

Args:
    login_page: LoginPage instance
","404","test_login_page_elements_visible[chromium]","tests","Wed Oct 29 00:31:27 UTC 2025","passed","Wed Oct 29 00:31:27 UTC 2025","","test_login","",""
"
Test round trip navigation with user dropdown interaction.

Verifies that user dropdown works correctly after navigating
between modules.
","0","test_round_trip_with_user_dropdown[chromium]","tests","Wed Oct 29 00:30:33 UTC 2025","broken","Wed Oct 29 00:30:33 UTC 2025","TestRoundTripNavigation","test_cross_module_navigation","",""
"
Test method chaining for fluent API.

Scenario:
    Given I am on the Leave Period configuration page
    When I use method chaining to configure leave period
    Then all methods should execute successfully
    And the configuration should be saved

This verifies that the fluent interface pattern works correctly.
","326","test_method_chaining[webkit]","tests","Wed Oct 29 00:32:08 UTC 2025","passed","Wed Oct 29 00:32:08 UTC 2025","TestLeavePeriodHappyPath","test_leave_period","",""
"
Test navigation to Support page.

Verifies that clicking Support in the user dropdown
navigates to the support page or opens support resources.
","1799","test_support_navigation[webkit]","tests","Wed Oct 29 00:32:55 UTC 2025","passed","Wed Oct 29 00:32:57 UTC 2025","TestNavigationHeaderUserDropdown","test_navigation_header","",""
"
Test navigation to Recruitment module.

Verifies that clicking Recruitment menu navigates to the Recruitment
module and the URL changes accordingly.
","1949","test_navigate_to_recruitment[chromium]","tests","Wed Oct 29 00:32:02 UTC 2025","passed","Wed Oct 29 00:32:04 UTC 2025","TestNavigationHeaderMainMenu","test_navigation_header","",""
"
Smoke test: Verify current leave period is always displayed.

Critical test to ensure users can see the current configuration.
","24","test_smoke_current_period_displayed[webkit]","tests","Wed Oct 29 00:31:43 UTC 2025","passed","Wed Oct 29 00:31:43 UTC 2025","TestLeavePeriodSmoke","test_leave_period","",""
"
Test that NavigationHeader uses composition pattern correctly.

Verifies that the nav_header attribute is available on page objects
and works as expected via composition (not inheritance).
","415","test_navigation_header_composition_pattern[webkit]","tests","Wed Oct 29 00:32:48 UTC 2025","passed","Wed Oct 29 00:32:49 UTC 2025","TestNavigationHeaderIntegration","test_navigation_header","",""
"
Test that navigation header remains consistent across all modules.

Verifies that the same navigation options are available regardless
of which module the user is currently viewing.
","0","test_navigation_header_consistent_across_modules[chromium]","tests","Wed Oct 29 00:30:21 UTC 2025","broken","Wed Oct 29 00:30:21 UTC 2025","TestNavigationConsistency","test_cross_module_navigation","",""
"
Test navigation to Leave Period from Leave List page.

Scenario:
    Given I am on the Leave List page
    When I click Configure dropdown
    And I click Leave Period menu item
    Then I should navigate to Leave Period configuration page
    And the page title should be ""Leave Period""

This verifies navigation integration within the Leave module.

TODO: Fix Configure dropdown locator in LeaveBasePage.
      Current locator: li.oxd-topbar-body-nav-tab:has-text('Configure')
      Issue: Element not clickable - may need more specific selector
","0","test_navigate_to_leave_period_from_leave_list[webkit]","tests","Wed Oct 29 00:31:34 UTC 2025","skipped","Wed Oct 29 00:31:34 UTC 2025","TestLeavePeriodIntegration","test_leave_period","",""
"
Smoke test: Verify basic configure and save workflow.

Critical end-to-end test for the primary use case.
","1225","test_smoke_configure_and_save[chromium]","tests","Wed Oct 29 00:31:26 UTC 2025","passed","Wed Oct 29 00:31:27 UTC 2025","TestLeavePeriodSmoke","test_leave_period","",""
"
Test navigation to Admin module.

Verifies that clicking Admin menu navigates to the Admin module
and the URL changes accordingly.
","1195","test_navigate_to_admin[chromium]","tests","Wed Oct 29 00:31:54 UTC 2025","passed","Wed Oct 29 00:31:55 UTC 2025","TestNavigationHeaderMainMenu","test_navigation_header","",""
"
Test that end date updates when start date changes.

Scenario:
    Given I am on the Leave Period configuration page
    When I select different start months
    Then the end date should update dynamically for each selection

This verifies real-time calculation of end dates.
","534","test_end_date_updates_dynamically[chromium]","tests","Wed Oct 29 00:31:18 UTC 2025","passed","Wed Oct 29 00:31:19 UTC 2025","TestLeavePeriodValidation","test_leave_period","",""
"
Test navigation to PIM module.

Verifies that clicking PIM menu navigates to the PIM module
and the URL changes accordingly.
","1839","test_navigate_to_pim[webkit]","tests","Wed Oct 29 00:32:13 UTC 2025","passed","Wed Oct 29 00:32:15 UTC 2025","TestNavigationHeaderMainMenu","test_navigation_header","",""
"
Test end date calculation for all possible start months.

This parametrized test verifies that the end date calculation
works correctly for every month of the year.

Args:
    month: Start month to test
    expected_end_month: Expected month in the end date
","335","test_all_months_end_date_calculation[webkit-September-August]","tests","Wed Oct 29 00:33:35 UTC 2025","passed","Wed Oct 29 00:33:35 UTC 2025","TestLeavePeriodMonthConfiguration","test_leave_period","",""
"
Test end date calculation for all possible start months.

This parametrized test verifies that the end date calculation
works correctly for every month of the year.

Args:
    month: Start month to test
    expected_end_month: Expected month in the end date
","0","test_all_months_end_date_calculation[firefox-March-February]","tests","Wed Oct 29 00:29:45 UTC 2025","broken","Wed Oct 29 00:29:45 UTC 2025","TestLeavePeriodMonthConfiguration","test_leave_period","",""
"
Test navigation to About page.

Verifies that clicking About in the user dropdown
opens the about dialog or page.
","0","test_about_opening[firefox]","tests","Wed Oct 29 00:29:45 UTC 2025","broken","Wed Oct 29 00:29:45 UTC 2025","TestNavigationHeaderUserDropdown","test_navigation_header","",""
"
Smoke test: Navigation header persists across modules.

Critical test to ensure navigation header doesn't disappear.
","0","test_smoke_navigation_header_persistent[firefox]","tests","Wed Oct 29 00:29:45 UTC 2025","broken","Wed Oct 29 00:29:45 UTC 2025","TestCrossModuleNavigationSmoke","test_cross_module_navigation","",""
"
Test navigation works correctly after page refresh.

Verifies that refreshing the page doesn't break navigation.
","0","test_navigation_with_page_refresh[firefox]","tests","Wed Oct 29 00:29:45 UTC 2025","broken","Wed Oct 29 00:29:45 UTC 2025","TestNavigationPerformance","test_cross_module_navigation","",""
"
Test navigation to Support page.

Verifies that clicking Support in the user dropdown
navigates to the support page or opens support resources.
","0","test_support_navigation[firefox]","tests","Wed Oct 29 00:29:45 UTC 2025","broken","Wed Oct 29 00:29:45 UTC 2025","TestNavigationHeaderUserDropdown","test_navigation_header","",""
"
Smoke test: Verify main navigation menu is visible.

Critical test to ensure the navigation header renders correctly
after login.
","386","test_smoke_main_menu_visible[webkit]","tests","Wed Oct 29 00:33:08 UTC 2025","passed","Wed Oct 29 00:33:09 UTC 2025","TestNavigationHeaderSmoke","test_navigation_header","",""
"
Smoke test: Verify Leave Period page loads successfully.

Critical test to ensure the page is accessible and displays
all essential elements.
","26","test_smoke_leave_period_page_loads[webkit]","tests","Wed Oct 29 00:31:56 UTC 2025","passed","Wed Oct 29 00:31:56 UTC 2025","TestLeavePeriodSmoke","test_leave_period","",""
"
Smoke test: Verify logout works.

Critical test to ensure users can log out of the application.
","0","test_smoke_logout_works[firefox]","tests","Wed Oct 29 00:29:45 UTC 2025","broken","Wed Oct 29 00:29:45 UTC 2025","TestNavigationHeaderSmoke","test_navigation_header","",""
"
Smoke test: Verify current leave period is always displayed.

Critical test to ensure users can see the current configuration.
","9","test_smoke_current_period_displayed[chromium]","tests","Wed Oct 29 00:31:36 UTC 2025","passed","Wed Oct 29 00:31:36 UTC 2025","TestLeavePeriodSmoke","test_leave_period","",""
"
Test end date calculation for all possible start months.

This parametrized test verifies that the end date calculation
works correctly for every month of the year.

Args:
    month: Start month to test
    expected_end_month: Expected month in the end date
","0","test_all_months_end_date_calculation[firefox-October-September]","tests","Wed Oct 29 00:29:45 UTC 2025","broken","Wed Oct 29 00:29:45 UTC 2025","TestLeavePeriodMonthConfiguration","test_leave_period","",""
"
Verify fluent API (method chaining) works correctly for login flow.

Scenario:
    Given: User is on the login page
    When: User chains enter_username, enter_password, and click_login methods
    Then: User should be redirected to dashboard (login successful)

Args:
    login_page: LoginPage instance
    config_service: Configuration service with valid credentials
","1765","test_method_chaining[chromium]","tests","Wed Oct 29 00:31:36 UTC 2025","passed","Wed Oct 29 00:31:37 UTC 2025","","test_login","",""
"
Test end date calculation for all possible start months.

This parametrized test verifies that the end date calculation
works correctly for every month of the year.

Args:
    month: Start month to test
    expected_end_month: Expected month in the end date
","171","test_all_months_end_date_calculation[chromium-November-October]","tests","Wed Oct 29 00:33:03 UTC 2025","passed","Wed Oct 29 00:33:03 UTC 2025","TestLeavePeriodMonthConfiguration","test_leave_period","",""
"
Verify user cannot login with empty username and password.

Scenario:
    Given: User is on the login page
    When: User clicks login button without entering credentials
    Then: User should remain on the login page
    And: URL should still contain ""auth/login""

Args:
    login_page: LoginPage instance
","361","test_empty_credentials[chromium]","tests","Wed Oct 29 00:31:29 UTC 2025","passed","Wed Oct 29 00:31:30 UTC 2025","","test_login","",""
"
Verify user can login successfully with valid credentials.

Scenario:
    Given: User is on the login page
    When: User enters valid username and password
    And: User clicks the login button
    Then: User should be redirected to the dashboard page

Args:
    login_page: LoginPage instance (already navigated to login page)
    config_service: Configuration service with valid test credentials
","0","test_valid_login[firefox]","tests","Wed Oct 29 00:29:45 UTC 2025","broken","Wed Oct 29 00:29:45 UTC 2025","","test_login","",""
"
Test end date calculation for all possible start months.

This parametrized test verifies that the end date calculation
works correctly for every month of the year.

Args:
    month: Start month to test
    expected_end_month: Expected month in the end date
","0","test_all_months_end_date_calculation[firefox-August-July]","tests","Wed Oct 29 00:29:45 UTC 2025","broken","Wed Oct 29 00:29:45 UTC 2025","TestLeavePeriodMonthConfiguration","test_leave_period","",""
"
Verify user cannot login with empty username and password.

Scenario:
    Given: User is on the login page
    When: User clicks login button without entering credentials
    Then: User should remain on the login page
    And: URL should still contain ""auth/login""

Args:
    login_page: LoginPage instance
","638","test_empty_credentials[webkit]","tests","Wed Oct 29 00:31:26 UTC 2025","passed","Wed Oct 29 00:31:27 UTC 2025","","test_login","",""
"
Test navigation to PIM module.

Verifies that clicking PIM menu navigates to the PIM module
and the URL changes accordingly.
","0","test_navigate_to_pim[firefox]","tests","Wed Oct 29 00:29:45 UTC 2025","broken","Wed Oct 29 00:29:45 UTC 2025","TestNavigationHeaderMainMenu","test_navigation_header","",""
"
Test navigation through all main modules sequentially.

Simulates a user exploring different modules in the application,
verifying that each navigation works correctly.
","0","test_navigate_through_all_main_modules[firefox]","tests","Wed Oct 29 00:29:43 UTC 2025","broken","Wed Oct 29 00:29:43 UTC 2025","TestSequentialNavigation","test_cross_module_navigation","",""
"
Test that navigation doesn't depend on previous navigation state.

Verifies that each navigation action works independently,
regardless of navigation history.
","0","test_navigation_state_independent[webkit]","tests","Wed Oct 29 00:30:39 UTC 2025","broken","Wed Oct 29 00:30:39 UTC 2025","TestNavigationConsistency","test_cross_module_navigation","",""
"
Test rapid sequential navigation doesn't cause errors.

Verifies that navigating quickly between modules doesn't
cause race conditions or errors.
","0","test_rapid_sequential_navigation[firefox]","tests","Wed Oct 29 00:29:45 UTC 2025","broken","Wed Oct 29 00:29:45 UTC 2025","TestNavigationPerformance","test_cross_module_navigation","",""
"
Test typical employee self-service workflow.

Workflow:
1. View dashboard
2. Update personal info (My Info)
3. Apply for leave
4. Submit timesheet
","0","test_employee_self_service_workflow[firefox]","tests","Wed Oct 29 00:29:45 UTC 2025","broken","Wed Oct 29 00:29:45 UTC 2025","TestCommonUserWorkflows","test_cross_module_navigation","",""
"
Test navigation to Directory module.

Verifies that clicking Directory menu navigates to the Directory
module and the URL changes accordingly.
","1380","test_navigate_to_directory[chromium]","tests","Wed Oct 29 00:32:11 UTC 2025","passed","Wed Oct 29 00:32:13 UTC 2025","TestNavigationHeaderMainMenu","test_navigation_header","",""
"
Verify error message is displayed when login fails with invalid credentials.

Scenario:
    Given: User is on the login page
    When: User enters invalid username and password
    And: User clicks the login button
    Then: Error message should be visible
    And: Error message should contain ""Invalid credentials""

Args:
    login_page: LoginPage instance
","2431","test_invalid_login[webkit]","tests","Wed Oct 29 00:32:03 UTC 2025","passed","Wed Oct 29 00:32:05 UTC 2025","","test_login","",""
"
Test rapid sequential navigation doesn't cause errors.

Verifies that navigating quickly between modules doesn't
cause race conditions or errors.
","0","test_rapid_sequential_navigation[chromium]","tests","Wed Oct 29 00:30:51 UTC 2025","broken","Wed Oct 29 00:30:51 UTC 2025","TestNavigationPerformance","test_cross_module_navigation","",""
"
Test navigation to Change Password page.

Verifies that clicking Change Password in the user dropdown
navigates to the password change page.
","1756","test_change_password_navigation[webkit]","tests","Wed Oct 29 00:32:39 UTC 2025","passed","Wed Oct 29 00:32:40 UTC 2025","TestNavigationHeaderUserDropdown","test_navigation_header","",""
"
Test end date calculation for all possible start months.

This parametrized test verifies that the end date calculation
works correctly for every month of the year.

Args:
    month: Start month to test
    expected_end_month: Expected month in the end date
","315","test_all_months_end_date_calculation[webkit-August-July]","tests","Wed Oct 29 00:33:28 UTC 2025","passed","Wed Oct 29 00:33:28 UTC 2025","TestLeavePeriodMonthConfiguration","test_leave_period","",""
"
Test that NavigationHeader is available on all authenticated pages.

Verifies that the navigation header persists when navigating
between different modules.
","3174","test_navigation_header_available_on_all_pages[chromium]","tests","Wed Oct 29 00:32:31 UTC 2025","passed","Wed Oct 29 00:32:35 UTC 2025","TestNavigationHeaderIntegration","test_navigation_header","",""
"
Configure leave period to start on January 1st.

Scenario:
    Given I am on the Leave Period configuration page
    When I select ""January"" as start month
    And I select ""01"" as start date
    Then the end date should be ""December 31""
    When I save the configuration
    Then I should see a success message

This is the most common leave period configuration (calendar year).
","1412","test_configure_leave_period_january_first[webkit]","tests","Wed Oct 29 00:31:31 UTC 2025","passed","Wed Oct 29 00:31:32 UTC 2025","TestLeavePeriodHappyPath","test_leave_period","",""
"
Smoke test: Verify basic configure and save workflow.

Critical end-to-end test for the primary use case.
","1555","test_smoke_configure_and_save[webkit]","tests","Wed Oct 29 00:31:30 UTC 2025","passed","Wed Oct 29 00:31:32 UTC 2025","TestLeavePeriodSmoke","test_leave_period","",""
"
Test that NavigationHeader is available on all authenticated pages.

Verifies that the navigation header persists when navigating
between different modules.
","3667","test_navigation_header_available_on_all_pages[webkit]","tests","Wed Oct 29 00:32:45 UTC 2025","passed","Wed Oct 29 00:32:49 UTC 2025","TestNavigationHeaderIntegration","test_navigation_header","",""
"
Demo: Method chaining with selective highlighting.

Shows how to combine fluent API with strategic highlights for debugging.

Scenario:
    Given: User is on the login page
    When: User previews elements with highlights
    And: User executes login with method chaining
    Then: Login should succeed

Args:
    login_page: LoginPage instance
    config_service: Configuration service
","2908","test_method_chaining_with_highlight[webkit]","tests","Wed Oct 29 00:31:56 UTC 2025","passed","Wed Oct 29 00:31:59 UTC 2025","","test_login_demo","",""
"
Test that different page objects can use the same NavigationHeader.

Verifies that NavigationHeader is composable and can be used
across different page object instances.
","0","test_multiple_page_objects_share_navigation[firefox]","tests","Wed Oct 29 00:29:45 UTC 2025","broken","Wed Oct 29 00:29:45 UTC 2025","TestNavigationHeaderIntegration","test_navigation_header","",""
"
Test that NavigationHeader is available on all authenticated pages.

Verifies that the navigation header persists when navigating
between different modules.
","0","test_navigation_header_available_on_all_pages[firefox]","tests","Wed Oct 29 00:29:45 UTC 2025","broken","Wed Oct 29 00:29:45 UTC 2025","TestNavigationHeaderIntegration","test_navigation_header","",""
"
Test Leave to Time navigation workflow.

Common workflow: Check leave balance, then view timesheets.
","3365","test_navigate_leave_to_time_workflow[chromium]","tests","Wed Oct 29 00:31:12 UTC 2025","passed","Wed Oct 29 00:31:15 UTC 2025","TestSequentialNavigation","test_cross_module_navigation","",""
"
Test that Leave Period page maintains Leave module navigation.

Scenario:
    Given I am on the Leave Period configuration page
    Then I should see Leave module top bar
    And I should be able to navigate to other Leave pages

This verifies the Leave module top bar is available on Leave Period page.

Note:
    This test is skipped because the leave_period_page fixture navigates
    directly to the Leave Period URL, which doesn't load the full Leave
    module UI context. This is expected behavior for direct URL navigation.
    The test would pass if navigating via the UI (Configure dropdown),
    but that navigation method has locator issues.
","0","test_leave_period_maintains_leave_navigation[chromium]","tests","Wed Oct 29 00:31:29 UTC 2025","skipped","Wed Oct 29 00:31:29 UTC 2025","TestLeavePeriodIntegration","test_leave_period","",""
"
Test that navigation doesn't depend on previous navigation state.

Verifies that each navigation action works independently,
regardless of navigation history.
","0","test_navigation_state_independent[chromium]","tests","Wed Oct 29 00:30:31 UTC 2025","broken","Wed Oct 29 00:30:31 UTC 2025","TestNavigationConsistency","test_cross_module_navigation","",""
"
Test navigation to Leave Period from Leave List page.

Scenario:
    Given I am on the Leave List page
    When I click Configure dropdown
    And I click Leave Period menu item
    Then I should navigate to Leave Period configuration page
    And the page title should be ""Leave Period""

This verifies navigation integration within the Leave module.

TODO: Fix Configure dropdown locator in LeaveBasePage.
      Current locator: li.oxd-topbar-body-nav-tab:has-text('Configure')
      Issue: Element not clickable - may need more specific selector
","0","test_navigate_to_leave_period_from_leave_list[chromium]","tests","Wed Oct 29 00:31:29 UTC 2025","skipped","Wed Oct 29 00:31:29 UTC 2025","TestLeavePeriodIntegration","test_leave_period","",""
"
Test Recruitment to Performance navigation workflow.

Common workflow: Recruit employee, then manage performance.
","0","test_navigate_recruitment_to_performance_workflow[firefox]","tests","Wed Oct 29 00:29:44 UTC 2025","broken","Wed Oct 29 00:29:44 UTC 2025","TestSequentialNavigation","test_cross_module_navigation","",""
"
Test navigation to Maintenance module.

Verifies that clicking Maintenance menu navigates to the Maintenance
module and the URL changes accordingly.
","1038","test_navigate_to_maintenance[chromium]","tests","Wed Oct 29 00:32:17 UTC 2025","passed","Wed Oct 29 00:32:18 UTC 2025","TestNavigationHeaderMainMenu","test_navigation_header","",""
"
Smoke test: Navigation header persists across modules.

Critical test to ensure navigation header doesn't disappear.
","0","test_smoke_navigation_header_persistent[webkit]","tests","Wed Oct 29 00:30:30 UTC 2025","broken","Wed Oct 29 00:30:30 UTC 2025","TestCrossModuleNavigationSmoke","test_cross_module_navigation","",""
"
Test end date calculation for all possible start months.

This parametrized test verifies that the end date calculation
works correctly for every month of the year.

Args:
    month: Start month to test
    expected_end_month: Expected month in the end date
","159","test_all_months_end_date_calculation[chromium-July-June]","tests","Wed Oct 29 00:32:53 UTC 2025","passed","Wed Oct 29 00:32:53 UTC 2025","TestLeavePeriodMonthConfiguration","test_leave_period","",""
"
Test opening the user dropdown.

Verifies that the user dropdown can be opened and menu items
become visible.
","403","test_open_user_dropdown[webkit]","tests","Wed Oct 29 00:32:43 UTC 2025","passed","Wed Oct 29 00:32:44 UTC 2025","TestNavigationHeaderUserDropdown","test_navigation_header","",""
"
Test end date calculation for all possible start months.

This parametrized test verifies that the end date calculation
works correctly for every month of the year.

Args:
    month: Start month to test
    expected_end_month: Expected month in the end date
","0","test_all_months_end_date_calculation[firefox-February-January]","tests","Wed Oct 29 00:29:45 UTC 2025","broken","Wed Oct 29 00:29:45 UTC 2025","TestLeavePeriodMonthConfiguration","test_leave_period","",""
"
Verify all main menu items are visible after login.

Tests that the navigation header displays all expected menu items
for a logged-in user with standard permissions.
","951","test_main_menu_items_visible[webkit]","tests","Wed Oct 29 00:32:02 UTC 2025","passed","Wed Oct 29 00:32:03 UTC 2025","TestNavigationHeaderVisibility","test_navigation_header","",""
"
Test end date calculation for all possible start months.

This parametrized test verifies that the end date calculation
works correctly for every month of the year.

Args:
    month: Start month to test
    expected_end_month: Expected month in the end date
","173","test_all_months_end_date_calculation[chromium-September-August]","tests","Wed Oct 29 00:32:56 UTC 2025","passed","Wed Oct 29 00:32:57 UTC 2025","TestLeavePeriodMonthConfiguration","test_leave_period","",""
"
Test that Leave Period page has global navigation header.

Scenario:
    Given I am on the Leave Period configuration page
    Then I should see the global navigation header
    And I should be able to access user dropdown
    And I should be able to navigate to other modules

This verifies the global navigation component is available.
","0","test_leave_period_preserves_global_navigation[firefox]","tests","Wed Oct 29 00:29:45 UTC 2025","broken","Wed Oct 29 00:29:45 UTC 2025","TestLeavePeriodIntegration","test_leave_period","",""
"
Test end date calculation for all possible start months.

This parametrized test verifies that the end date calculation
works correctly for every month of the year.

Args:
    month: Start month to test
    expected_end_month: Expected month in the end date
","171","test_all_months_end_date_calculation[chromium-January-December]","tests","Wed Oct 29 00:31:45 UTC 2025","passed","Wed Oct 29 00:31:45 UTC 2025","TestLeavePeriodMonthConfiguration","test_leave_period","",""
"
Test end date calculation for all possible start months.

This parametrized test verifies that the end date calculation
works correctly for every month of the year.

Args:
    month: Start month to test
    expected_end_month: Expected month in the end date
","0","test_all_months_end_date_calculation[firefox-May-April]","tests","Wed Oct 29 00:29:45 UTC 2025","broken","Wed Oct 29 00:29:45 UTC 2025","TestLeavePeriodMonthConfiguration","test_leave_period","",""
