"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
Test that Leave Period page has global navigation header.

Scenario:
    Given I am on the Leave Period configuration page
    Then I should see the global navigation header
    And I should be able to access user dropdown
    And I should be able to navigate to other modules

This verifies the global navigation component is available.
","0","test_leave_period_preserves_global_navigation[firefox]","tests","Wed May 06 15:44:04 UTC 2026","broken","Wed May 06 15:44:04 UTC 2026","TestLeavePeriodIntegration","test_leave_period","",""
"
Test navigation works correctly after page refresh.

Verifies that refreshing the page doesn't break navigation.
","0","test_navigation_with_page_refresh[firefox]","tests","Wed May 06 15:44:04 UTC 2026","broken","Wed May 06 15:44:04 UTC 2026","TestNavigationPerformance","test_cross_module_navigation","",""
"
Verify current leave period is displayed on the page.

Scenario:
    Given I am on the Leave Period configuration page
    Then I should see the current leave period displayed
    And it should be in the format ""YYYY-MM-DD to YYYY-MM-DD""

This verifies that users can see the currently configured leave period.
","0","test_view_current_leave_period[firefox]","tests","Wed May 06 15:44:04 UTC 2026","broken","Wed May 06 15:44:04 UTC 2026","TestLeavePeriodHappyPath","test_leave_period","",""
"
Test navigation to About page.

Verifies that clicking About in the user dropdown
opens the about dialog or page.
","0","test_about_opening[chromium]","tests","Wed May 06 15:43:51 UTC 2026","broken","Wed May 06 15:43:51 UTC 2026","TestNavigationHeaderUserDropdown","test_navigation_header","",""
"
Test logout functionality.

Verifies that clicking logout redirects to login page and
the session is terminated.
","0","test_logout_functionality[chromium]","tests","Wed May 06 15:43:51 UTC 2026","broken","Wed May 06 15:43:51 UTC 2026","TestNavigationHeaderUserDropdown","test_navigation_header","",""
"
Test navigation to Support page.

Verifies that clicking Support in the user dropdown
navigates to the support page or opens support resources.
","0","test_support_navigation[firefox]","tests","Wed May 06 15:44:05 UTC 2026","broken","Wed May 06 15:44:05 UTC 2026","TestNavigationHeaderUserDropdown","test_navigation_header","",""
"
Test navigation to Change Password page.

Verifies that clicking Change Password in the user dropdown
navigates to the password change page.
","0","test_change_password_navigation[webkit]","tests","Wed May 06 15:43:56 UTC 2026","broken","Wed May 06 15:43:56 UTC 2026","TestNavigationHeaderUserDropdown","test_navigation_header","",""
"
Test navigation to Dashboard.

Verifies that clicking Dashboard menu navigates to the main dashboard
and the URL changes accordingly.
","0","test_navigate_to_dashboard[webkit]","tests","Wed May 06 15:43:56 UTC 2026","broken","Wed May 06 15:43:56 UTC 2026","TestNavigationHeaderMainMenu","test_navigation_header","",""
"
Verify error message is displayed when login fails with invalid credentials.

Scenario:
    Given: User is on the login page
    When: User enters invalid username and password
    And: User clicks the login button
    Then: Error message should be visible
    And: Error message should contain ""Invalid credentials""

Args:
    login_page: LoginPage instance
","0","test_invalid_login[webkit]","tests","Wed May 06 15:43:56 UTC 2026","broken","Wed May 06 15:43:56 UTC 2026","","test_login","",""
"
Smoke test: Verify main navigation menu is visible.

Critical test to ensure the navigation header renders correctly
after login.
","0","test_smoke_main_menu_visible[chromium]","tests","Wed May 06 15:43:51 UTC 2026","broken","Wed May 06 15:43:51 UTC 2026","TestNavigationHeaderSmoke","test_navigation_header","",""
"
Test navigating from Leave to Dashboard and back.

Verifies that returning to Leave module after visiting Dashboard
works correctly.
","0","test_leave_to_dashboard_and_back[chromium]","tests","Wed May 06 15:43:50 UTC 2026","broken","Wed May 06 15:43:50 UTC 2026","TestRoundTripNavigation","test_cross_module_navigation","",""
"
Smoke test: Verify basic configure and save workflow.

Critical end-to-end test for the primary use case.
","0","test_smoke_configure_and_save[webkit]","tests","Wed May 06 15:43:56 UTC 2026","broken","Wed May 06 15:43:56 UTC 2026","TestLeavePeriodSmoke","test_leave_period","",""
"
Test opening the user dropdown.

Verifies that the user dropdown can be opened and menu items
become visible.
","0","test_open_user_dropdown[webkit]","tests","Wed May 06 15:43:56 UTC 2026","broken","Wed May 06 15:43:56 UTC 2026","TestNavigationHeaderUserDropdown","test_navigation_header","",""
"
Data-driven test for happy path leave period configurations.

Scenario:
    Given I am on the Leave Period configuration page
    When I configure the leave period with test data
    Then the end date should match expected value
    When I save the configuration
    Then I should see a success message

Test data is loaded from JSON file for easy maintenance.
Each scenario includes: start_month, start_date, expected_end_display, description

Args:
    start_month: Start month for leave period
    start_date: Start date for leave period
    expected_end_display: Expected end date display
    description: Test scenario description
","0","test_configure_leave_period_happy_path[webkit-fiscal_year_october]","tests","Wed May 06 15:43:56 UTC 2026","broken","Wed May 06 15:43:56 UTC 2026","TestLeavePeriodHappyPath","test_leave_period","",""
"
Data-driven test for end date calculation across all 12 months.

This parametrized test verifies that the end date calculation
works correctly for every month of the year, using JSON test data.

Scenario:
    Given I am on the Leave Period configuration page
    When I select a start month and date
    Then the end date should contain the expected month

Test data covers all 12 months with expected end date calculations.

Args:
    start_month: Start month for leave period
    start_date: Start date for leave period
    expected_end_month: Expected month in end date
","0","test_all_months_end_date_calculation[firefox-month_april]","tests","Wed May 06 15:44:05 UTC 2026","broken","Wed May 06 15:44:05 UTC 2026","TestLeavePeriodMonthConfiguration","test_leave_period","",""
"
Data-driven test for end date calculation across all 12 months.

This parametrized test verifies that the end date calculation
works correctly for every month of the year, using JSON test data.

Scenario:
    Given I am on the Leave Period configuration page
    When I select a start month and date
    Then the end date should contain the expected month

Test data covers all 12 months with expected end date calculations.

Args:
    start_month: Start month for leave period
    start_date: Start date for leave period
    expected_end_month: Expected month in end date
","0","test_all_months_end_date_calculation[webkit-month_january]","tests","Wed May 06 15:43:56 UTC 2026","broken","Wed May 06 15:43:56 UTC 2026","TestLeavePeriodMonthConfiguration","test_leave_period","",""
"
Data-driven test for end date calculation across all 12 months.

This parametrized test verifies that the end date calculation
works correctly for every month of the year, using JSON test data.

Scenario:
    Given I am on the Leave Period configuration page
    When I select a start month and date
    Then the end date should contain the expected month

Test data covers all 12 months with expected end date calculations.

Args:
    start_month: Start month for leave period
    start_date: Start date for leave period
    expected_end_month: Expected month in end date
","0","test_all_months_end_date_calculation[webkit-month_february]","tests","Wed May 06 15:43:56 UTC 2026","broken","Wed May 06 15:43:56 UTC 2026","TestLeavePeriodMonthConfiguration","test_leave_period","",""
"
Test navigation to About page.

Verifies that clicking About in the user dropdown
opens the about dialog or page.
","0","test_about_opening[firefox]","tests","Wed May 06 15:44:05 UTC 2026","broken","Wed May 06 15:44:05 UTC 2026","TestNavigationHeaderUserDropdown","test_navigation_header","",""
"
Verify fluent API (method chaining) works correctly for login flow.

Scenario:
    Given: User is on the login page
    When: User chains enter_username, enter_password, and click_login methods
    Then: User should be redirected to dashboard (login successful)

Args:
    login_page: LoginPage instance
    config_service: Configuration service with valid credentials
","0","test_method_chaining[firefox]","tests","Wed May 06 15:44:04 UTC 2026","broken","Wed May 06 15:44:04 UTC 2026","","test_login","",""
"
Test navigation to Time module.

Verifies that clicking Time menu navigates to the Time module
and the URL changes accordingly.
","0","test_navigate_to_time[firefox]","tests","Wed May 06 15:44:05 UTC 2026","broken","Wed May 06 15:44:05 UTC 2026","TestNavigationHeaderMainMenu","test_navigation_header","",""
"
Test Leave to Time navigation workflow.

Common workflow: Check leave balance, then view timesheets.
","0","test_navigate_leave_to_time_workflow[firefox]","tests","Wed May 06 15:44:04 UTC 2026","broken","Wed May 06 15:44:04 UTC 2026","TestSequentialNavigation","test_cross_module_navigation","",""
"
Test Admin to PIM navigation workflow.

Common workflow: Admin creates user, then views in PIM.
","0","test_navigate_admin_to_pim_workflow[chromium]","tests","Wed May 06 15:43:50 UTC 2026","broken","Wed May 06 15:43:50 UTC 2026","TestSequentialNavigation","test_cross_module_navigation","",""
"
Data-driven test for happy path leave period configurations.

Scenario:
    Given I am on the Leave Period configuration page
    When I configure the leave period with test data
    Then the end date should match expected value
    When I save the configuration
    Then I should see a success message

Test data is loaded from JSON file for easy maintenance.
Each scenario includes: start_month, start_date, expected_end_display, description

Args:
    start_month: Start month for leave period
    start_date: Start date for leave period
    expected_end_display: Expected end date display
    description: Test scenario description
","0","test_configure_leave_period_happy_path[webkit-fiscal_year_july]","tests","Wed May 06 15:43:56 UTC 2026","broken","Wed May 06 15:43:56 UTC 2026","TestLeavePeriodHappyPath","test_leave_period","",""
"
Test multiple round trips between modules.

Verifies that navigating back and forth multiple times
works correctly without errors.
","0","test_multiple_round_trips[webkit]","tests","Wed May 06 15:43:55 UTC 2026","broken","Wed May 06 15:43:55 UTC 2026","TestRoundTripNavigation","test_cross_module_navigation","",""
"
Test Leave to Time navigation workflow.

Common workflow: Check leave balance, then view timesheets.
","0","test_navigate_leave_to_time_workflow[webkit]","tests","Wed May 06 15:43:55 UTC 2026","broken","Wed May 06 15:43:55 UTC 2026","TestSequentialNavigation","test_cross_module_navigation","",""
"
Test navigation to Support page.

Verifies that clicking Support in the user dropdown
navigates to the support page or opens support resources.
","0","test_support_navigation[chromium]","tests","Wed May 06 15:43:51 UTC 2026","broken","Wed May 06 15:43:51 UTC 2026","TestNavigationHeaderUserDropdown","test_navigation_header","",""
"
Demo: Method chaining with selective highlighting.

Shows how to combine fluent API with strategic highlights for debugging.

Scenario:
    Given: User is on the login page
    When: User previews elements with highlights
    And: User executes login with method chaining
    Then: Login should succeed

Args:
    login_page: LoginPage instance
    config_service: Configuration service
","0","test_method_chaining_with_highlight[chromium]","tests","Wed May 06 15:43:51 UTC 2026","broken","Wed May 06 15:43:51 UTC 2026","","test_login_demo","",""
"
Data-driven test for end date calculation across all 12 months.

This parametrized test verifies that the end date calculation
works correctly for every month of the year, using JSON test data.

Scenario:
    Given I am on the Leave Period configuration page
    When I select a start month and date
    Then the end date should contain the expected month

Test data covers all 12 months with expected end date calculations.

Args:
    start_month: Start month for leave period
    start_date: Start date for leave period
    expected_end_month: Expected month in end date
","0","test_all_months_end_date_calculation[webkit-month_july]","tests","Wed May 06 15:43:56 UTC 2026","broken","Wed May 06 15:43:56 UTC 2026","TestLeavePeriodMonthConfiguration","test_leave_period","",""
"
Test PIM to Leave navigation workflow.

Common workflow: View employee in PIM, then assign leave.
","0","test_navigate_pim_to_leave_workflow[webkit]","tests","Wed May 06 15:43:55 UTC 2026","broken","Wed May 06 15:43:55 UTC 2026","TestSequentialNavigation","test_cross_module_navigation","",""
"
Demo: Method chaining with selective highlighting.

Shows how to combine fluent API with strategic highlights for debugging.

Scenario:
    Given: User is on the login page
    When: User previews elements with highlights
    And: User executes login with method chaining
    Then: Login should succeed

Args:
    login_page: LoginPage instance
    config_service: Configuration service
","0","test_method_chaining_with_highlight[firefox]","tests","Wed May 06 15:44:04 UTC 2026","broken","Wed May 06 15:44:04 UTC 2026","","test_login_demo","",""
"
Test navigation to Time module.

Verifies that clicking Time menu navigates to the Time module
and the URL changes accordingly.
","0","test_navigate_to_time[webkit]","tests","Wed May 06 15:43:56 UTC 2026","broken","Wed May 06 15:43:56 UTC 2026","TestNavigationHeaderMainMenu","test_navigation_header","",""
"
Test performance review workflow.

Workflow:
1. View employee in PIM
2. Check employee performance
3. Review attendance (Time)
4. Check leave history
","0","test_performance_review_workflow[webkit]","tests","Wed May 06 15:43:55 UTC 2026","broken","Wed May 06 15:43:55 UTC 2026","TestCommonUserWorkflows","test_cross_module_navigation","",""
"
Smoke test: Verify main navigation menu is visible.

Critical test to ensure the navigation header renders correctly
after login.
","0","test_smoke_main_menu_visible[firefox]","tests","Wed May 06 15:44:05 UTC 2026","broken","Wed May 06 15:44:05 UTC 2026","TestNavigationHeaderSmoke","test_navigation_header","",""
"
Test navigation to Buzz module.

Verifies that clicking Buzz menu navigates to the Buzz (social) module
and the URL changes accordingly.
","0","test_navigate_to_buzz[webkit]","tests","Wed May 06 15:43:56 UTC 2026","broken","Wed May 06 15:43:56 UTC 2026","TestNavigationHeaderMainMenu","test_navigation_header","",""
"
Verify user cannot login with empty username and password.

Scenario:
    Given: User is on the login page
    When: User clicks login button without entering credentials
    Then: User should remain on the login page
    And: URL should still contain ""auth/login""

Args:
    login_page: LoginPage instance
","0","test_empty_credentials[webkit]","tests","Wed May 06 15:43:56 UTC 2026","broken","Wed May 06 15:43:56 UTC 2026","","test_login","",""
"
Data-driven test for end date calculation across all 12 months.

This parametrized test verifies that the end date calculation
works correctly for every month of the year, using JSON test data.

Scenario:
    Given I am on the Leave Period configuration page
    When I select a start month and date
    Then the end date should contain the expected month

Test data covers all 12 months with expected end date calculations.

Args:
    start_month: Start month for leave period
    start_date: Start date for leave period
    expected_end_month: Expected month in end date
","0","test_all_months_end_date_calculation[firefox-month_november]","tests","Wed May 06 15:44:05 UTC 2026","broken","Wed May 06 15:44:05 UTC 2026","TestLeavePeriodMonthConfiguration","test_leave_period","",""
"
Smoke test: Navigation header persists across modules.

Critical test to ensure navigation header doesn't disappear.
","0","test_smoke_navigation_header_persistent[firefox]","tests","Wed May 06 15:44:04 UTC 2026","broken","Wed May 06 15:44:04 UTC 2026","TestCrossModuleNavigationSmoke","test_cross_module_navigation","",""
"
Test Admin to PIM navigation workflow.

Common workflow: Admin creates user, then views in PIM.
","0","test_navigate_admin_to_pim_workflow[webkit]","tests","Wed May 06 15:43:55 UTC 2026","broken","Wed May 06 15:43:55 UTC 2026","TestSequentialNavigation","test_cross_module_navigation","",""
"
Data-driven test for end date calculation across all 12 months.

This parametrized test verifies that the end date calculation
works correctly for every month of the year, using JSON test data.

Scenario:
    Given I am on the Leave Period configuration page
    When I select a start month and date
    Then the end date should contain the expected month

Test data covers all 12 months with expected end date calculations.

Args:
    start_month: Start month for leave period
    start_date: Start date for leave period
    expected_end_month: Expected month in end date
","0","test_all_months_end_date_calculation[webkit-month_april]","tests","Wed May 06 15:43:56 UTC 2026","broken","Wed May 06 15:43:56 UTC 2026","TestLeavePeriodMonthConfiguration","test_leave_period","",""
"
Test that end date updates when start date changes.

Scenario:
    Given I am on the Leave Period configuration page
    When I select different start months
    Then the end date should update dynamically for each selection

This verifies real-time calculation of end dates.
","1","test_end_date_updates_dynamically[webkit]","tests","Wed May 06 15:43:56 UTC 2026","broken","Wed May 06 15:43:56 UTC 2026","TestLeavePeriodValidation","test_leave_period","",""
"
Verify error message is displayed when login fails with invalid credentials.

Scenario:
    Given: User is on the login page
    When: User enters invalid username and password
    And: User clicks the login button
    Then: Error message should be visible
    And: Error message should contain ""Invalid credentials""

Args:
    login_page: LoginPage instance
","0","test_invalid_login[chromium]","tests","Wed May 06 15:43:51 UTC 2026","broken","Wed May 06 15:43:51 UTC 2026","","test_login","",""
"
Test that URL changes correctly reflect navigation actions.

Verifies that each navigation action results in a unique URL
corresponding to the target module.
","0","test_url_changes_reflect_navigation[firefox]","tests","Wed May 06 15:44:04 UTC 2026","broken","Wed May 06 15:44:04 UTC 2026","TestNavigationConsistency","test_cross_module_navigation","",""
"
Test that navigation header remains consistent across all modules.

Verifies that the same navigation options are available regardless
of which module the user is currently viewing.
","0","test_navigation_header_consistent_across_modules[firefox]","tests","Wed May 06 15:44:04 UTC 2026","broken","Wed May 06 15:44:04 UTC 2026","TestNavigationConsistency","test_cross_module_navigation","",""
"
Test logout functionality.

Verifies that clicking logout redirects to login page and
the session is terminated.
","0","test_logout_functionality[firefox]","tests","Wed May 06 15:44:05 UTC 2026","broken","Wed May 06 15:44:05 UTC 2026","TestNavigationHeaderUserDropdown","test_navigation_header","",""
"
Smoke test: Verify current leave period is always displayed.

Critical test to ensure users can see the current configuration.
","0","test_smoke_current_period_displayed[webkit]","tests","Wed May 06 15:43:56 UTC 2026","broken","Wed May 06 15:43:56 UTC 2026","TestLeavePeriodSmoke","test_leave_period","",""
"
Verify user dropdown is visible and clickable.

Tests that the user dropdown button appears in the navigation header
and can be interacted with.
","0","test_user_dropdown_visible[webkit]","tests","Wed May 06 15:43:56 UTC 2026","broken","Wed May 06 15:43:56 UTC 2026","TestNavigationHeaderVisibility","test_navigation_header","",""
"
Data-driven test for end date calculation across all 12 months.

This parametrized test verifies that the end date calculation
works correctly for every month of the year, using JSON test data.

Scenario:
    Given I am on the Leave Period configuration page
    When I select a start month and date
    Then the end date should contain the expected month

Test data covers all 12 months with expected end date calculations.

Args:
    start_month: Start month for leave period
    start_date: Start date for leave period
    expected_end_month: Expected month in end date
","0","test_all_months_end_date_calculation[firefox-month_june]","tests","Wed May 06 15:44:05 UTC 2026","broken","Wed May 06 15:44:05 UTC 2026","TestLeavePeriodMonthConfiguration","test_leave_period","",""
"
Data-driven test for end date calculation across all 12 months.

This parametrized test verifies that the end date calculation
works correctly for every month of the year, using JSON test data.

Scenario:
    Given I am on the Leave Period configuration page
    When I select a start month and date
    Then the end date should contain the expected month

Test data covers all 12 months with expected end date calculations.

Args:
    start_month: Start month for leave period
    start_date: Start date for leave period
    expected_end_month: Expected month in end date
","0","test_all_months_end_date_calculation[firefox-month_march]","tests","Wed May 06 15:44:05 UTC 2026","broken","Wed May 06 15:44:05 UTC 2026","TestLeavePeriodMonthConfiguration","test_leave_period","",""
"
Data-driven test for end date calculation across all 12 months.

This parametrized test verifies that the end date calculation
works correctly for every month of the year, using JSON test data.

Scenario:
    Given I am on the Leave Period configuration page
    When I select a start month and date
    Then the end date should contain the expected month

Test data covers all 12 months with expected end date calculations.

Args:
    start_month: Start month for leave period
    start_date: Start date for leave period
    expected_end_month: Expected month in end date
","0","test_all_months_end_date_calculation[chromium-month_november]","tests","Wed May 06 15:43:51 UTC 2026","broken","Wed May 06 15:43:51 UTC 2026","TestLeavePeriodMonthConfiguration","test_leave_period","",""
"
Test that save button is enabled when page loads.

Scenario:
    Given I am on the Leave Period configuration page
    Then the Save button should be enabled
    And the Reset button should be enabled

This verifies the page loads in a ready state.
","0","test_save_button_enabled[firefox]","tests","Wed May 06 15:44:04 UTC 2026","broken","Wed May 06 15:44:04 UTC 2026","TestLeavePeriodValidation","test_leave_period","",""
"
Test navigation to Leave Period from Leave List page.

Scenario:
    Given I am on the Leave List page
    When I click Configure dropdown
    And I click Leave Period menu item
    Then I should navigate to Leave Period configuration page
    And the page title should be ""Leave Period""

This verifies navigation integration within the Leave module.

TODO: Fix Configure dropdown locator in LeaveBasePage.
      Current locator: li.oxd-topbar-body-nav-tab:has-text('Configure')
      Issue: Element not clickable - may need more specific selector
","0","test_navigate_to_leave_period_from_leave_list[chromium]","tests","Wed May 06 15:43:51 UTC 2026","skipped","Wed May 06 15:43:51 UTC 2026","TestLeavePeriodIntegration","test_leave_period","",""
"
Test admin configuration workflow.

Workflow:
1. Access admin panel
2. Configure system settings
3. Return to dashboard
4. Verify changes (navigate to relevant module)
","0","test_admin_configuration_workflow[webkit]","tests","Wed May 06 15:43:56 UTC 2026","broken","Wed May 06 15:43:56 UTC 2026","TestCommonUserWorkflows","test_cross_module_navigation","",""
"
Test that navigation preserves application state correctly.

Verifies that navigating between modules using NavigationHeader
doesn't cause state loss or errors.
","0","test_navigation_preserves_state[firefox]","tests","Wed May 06 15:44:05 UTC 2026","broken","Wed May 06 15:44:05 UTC 2026","TestNavigationHeaderIntegration","test_navigation_header","",""
"
Test navigation to Time module.

Verifies that clicking Time menu navigates to the Time module
and the URL changes accordingly.
","0","test_navigate_to_time[chromium]","tests","Wed May 06 15:43:51 UTC 2026","broken","Wed May 06 15:43:51 UTC 2026","TestNavigationHeaderMainMenu","test_navigation_header","",""
"
Test that save button is enabled when page loads.

Scenario:
    Given I am on the Leave Period configuration page
    Then the Save button should be enabled
    And the Reset button should be enabled

This verifies the page loads in a ready state.
","0","test_save_button_enabled[webkit]","tests","Wed May 06 15:43:56 UTC 2026","broken","Wed May 06 15:43:56 UTC 2026","TestLeavePeriodValidation","test_leave_period","",""
"
Smoke test: Verify Leave Period page loads successfully.

Critical test to ensure the page is accessible and displays
all essential elements.
","0","test_smoke_leave_period_page_loads[webkit]","tests","Wed May 06 15:43:56 UTC 2026","broken","Wed May 06 15:43:56 UTC 2026","TestLeavePeriodSmoke","test_leave_period","",""
"
Smoke test: Verify basic configure and save workflow.

Critical end-to-end test for the primary use case.
","0","test_smoke_configure_and_save[firefox]","tests","Wed May 06 15:44:04 UTC 2026","broken","Wed May 06 15:44:04 UTC 2026","TestLeavePeriodSmoke","test_leave_period","",""
"
Data-driven test for end date calculation across all 12 months.

This parametrized test verifies that the end date calculation
works correctly for every month of the year, using JSON test data.

Scenario:
    Given I am on the Leave Period configuration page
    When I select a start month and date
    Then the end date should contain the expected month

Test data covers all 12 months with expected end date calculations.

Args:
    start_month: Start month for leave period
    start_date: Start date for leave period
    expected_end_month: Expected month in end date
","0","test_all_months_end_date_calculation[webkit-month_september]","tests","Wed May 06 15:43:56 UTC 2026","broken","Wed May 06 15:43:56 UTC 2026","TestLeavePeriodMonthConfiguration","test_leave_period","",""
"
Verify user cannot login with empty username and password.

Scenario:
    Given: User is on the login page
    When: User clicks login button without entering credentials
    Then: User should remain on the login page
    And: URL should still contain ""auth/login""

Args:
    login_page: LoginPage instance
","0","test_empty_credentials[chromium]","tests","Wed May 06 15:43:51 UTC 2026","broken","Wed May 06 15:43:51 UTC 2026","","test_login","",""
"
Data-driven test for happy path leave period configurations.

Scenario:
    Given I am on the Leave Period configuration page
    When I configure the leave period with test data
    Then the end date should match expected value
    When I save the configuration
    Then I should see a success message

Test data is loaded from JSON file for easy maintenance.
Each scenario includes: start_month, start_date, expected_end_display, description

Args:
    start_month: Start month for leave period
    start_date: Start date for leave period
    expected_end_display: Expected end date display
    description: Test scenario description
","0","test_configure_leave_period_happy_path[firefox-fiscal_year_july]","tests","Wed May 06 15:44:05 UTC 2026","broken","Wed May 06 15:44:05 UTC 2026","TestLeavePeriodHappyPath","test_leave_period","",""
"
Test that Leave Period page maintains Leave module navigation.

Scenario:
    Given I am on the Leave Period configuration page
    Then I should see Leave module top bar
    And I should be able to navigate to other Leave pages

This verifies the Leave module top bar is available on Leave Period page.

Note:
    This test is skipped because the leave_period_page fixture navigates
    directly to the Leave Period URL, which doesn't load the full Leave
    module UI context. This is expected behavior for direct URL navigation.
    The test would pass if navigating via the UI (Configure dropdown),
    but that navigation method has locator issues.
","0","test_leave_period_maintains_leave_navigation[chromium]","tests","Wed May 06 15:43:51 UTC 2026","skipped","Wed May 06 15:43:51 UTC 2026","TestLeavePeriodIntegration","test_leave_period","",""
"
Data-driven test for happy path leave period configurations.

Scenario:
    Given I am on the Leave Period configuration page
    When I configure the leave period with test data
    Then the end date should match expected value
    When I save the configuration
    Then I should see a success message

Test data is loaded from JSON file for easy maintenance.
Each scenario includes: start_month, start_date, expected_end_display, description

Args:
    start_month: Start month for leave period
    start_date: Start date for leave period
    expected_end_display: Expected end date display
    description: Test scenario description
","0","test_configure_leave_period_happy_path[firefox-fiscal_year_october]","tests","Wed May 06 15:44:05 UTC 2026","broken","Wed May 06 15:44:05 UTC 2026","TestLeavePeriodHappyPath","test_leave_period","",""
"
Test round trip navigation with user dropdown interaction.

Verifies that user dropdown works correctly after navigating
between modules.
","0","test_round_trip_with_user_dropdown[webkit]","tests","Wed May 06 15:43:56 UTC 2026","broken","Wed May 06 15:43:56 UTC 2026","TestRoundTripNavigation","test_cross_module_navigation","",""
"
Demo: Login test with visual highlighting for debugging.

This test shows how to use Playwright's native highlight() during development
to visually identify which elements are being interacted with.

Scenario:
    Given: User is on the login page
    When: User enters valid credentials with visual highlights
    Then: User should be redirected to dashboard

Args:
    login_page: LoginPage instance
    config_service: Configuration service with credentials
","0","test_login_with_highlight_demo[firefox]","tests","Wed May 06 15:44:04 UTC 2026","broken","Wed May 06 15:44:04 UTC 2026","","test_login_demo","",""
"
Test navigation to Directory module.

Verifies that clicking Directory menu navigates to the Directory
module and the URL changes accordingly.
","0","test_navigate_to_directory[chromium]","tests","Wed May 06 15:43:51 UTC 2026","broken","Wed May 06 15:43:51 UTC 2026","TestNavigationHeaderMainMenu","test_navigation_header","",""
"
Smoke test: Verify logout works.

Critical test to ensure users can log out of the application.
","0","test_smoke_logout_works[chromium]","tests","Wed May 06 15:43:51 UTC 2026","broken","Wed May 06 15:43:51 UTC 2026","TestNavigationHeaderSmoke","test_navigation_header","",""
