"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
Test that Leave Period page maintains Leave module navigation.

Scenario:
    Given I am on the Leave Period configuration page
    Then I should see Leave module top bar
    And I should be able to navigate to other Leave pages

This verifies the Leave module top bar is available on Leave Period page.

Note:
    This test is skipped because the leave_period_page fixture navigates
    directly to the Leave Period URL, which doesn't load the full Leave
    module UI context. This is expected behavior for direct URL navigation.
    The test would pass if navigating via the UI (Configure dropdown),
    but that navigation method has locator issues.
","0","test_leave_period_maintains_leave_navigation[webkit]","tests","Wed Oct 29 21:56:58 UTC 2025","skipped","Wed Oct 29 21:56:58 UTC 2025","TestLeavePeriodIntegration","test_leave_period","",""
"
Test navigation to Dashboard.

Verifies that clicking Dashboard menu navigates to the main dashboard
and the URL changes accordingly.
","1470","test_navigate_to_dashboard[firefox]","tests","Wed Oct 29 21:58:21 UTC 2025","passed","Wed Oct 29 21:58:23 UTC 2025","TestNavigationHeaderMainMenu","test_navigation_header","",""
"
Test navigating from Leave to Dashboard and back.

Verifies that returning to Leave module after visiting Dashboard
works correctly.
","3601","test_leave_to_dashboard_and_back[firefox]","tests","Wed Oct 29 21:55:50 UTC 2025","passed","Wed Oct 29 21:55:54 UTC 2025","TestRoundTripNavigation","test_cross_module_navigation","",""
"
Test navigation to Recruitment module.

Verifies that clicking Recruitment menu navigates to the Recruitment
module and the URL changes accordingly.
","1340","test_navigate_to_recruitment[webkit]","tests","Wed Oct 29 21:57:31 UTC 2025","passed","Wed Oct 29 21:57:32 UTC 2025","TestNavigationHeaderMainMenu","test_navigation_header","",""
"
Test that navigation preserves application state correctly.

Verifies that navigating between modules using NavigationHeader
doesn't cause state loss or errors.
","5372","test_navigation_preserves_state[firefox]","tests","Wed Oct 29 21:58:55 UTC 2025","passed","Wed Oct 29 21:59:00 UTC 2025","TestNavigationHeaderIntegration","test_navigation_header","",""
"
Test navigation to Dashboard.

Verifies that clicking Dashboard menu navigates to the main dashboard
and the URL changes accordingly.
","1080","test_navigate_to_dashboard[webkit]","tests","Wed Oct 29 21:57:53 UTC 2025","passed","Wed Oct 29 21:57:54 UTC 2025","TestNavigationHeaderMainMenu","test_navigation_header","",""
"
Data-driven test for happy path leave period configurations.

Scenario:
    Given I am on the Leave Period configuration page
    When I configure the leave period with test data
    Then the end date should match expected value
    When I save the configuration
    Then I should see a success message

Test data is loaded from JSON file for easy maintenance.
Each scenario includes: start_month, start_date, expected_end_display, description

Args:
    start_month: Start month for leave period
    start_date: Start date for leave period
    expected_end_display: Expected end date display
    description: Test scenario description
","1405","test_configure_leave_period_happy_path[firefox-fiscal_year_april]","tests","Wed Oct 29 21:59:13 UTC 2025","passed","Wed Oct 29 21:59:15 UTC 2025","TestLeavePeriodHappyPath","test_leave_period","",""
"
Test navigation to Admin module.

Verifies that clicking Admin menu navigates to the Admin module
and the URL changes accordingly.
","1710","test_navigate_to_admin[firefox]","tests","Wed Oct 29 21:57:49 UTC 2025","passed","Wed Oct 29 21:57:51 UTC 2025","TestNavigationHeaderMainMenu","test_navigation_header","",""
"
Test that URL changes correctly reflect navigation actions.

Verifies that each navigation action results in a unique URL
corresponding to the target module.
","7589","test_url_changes_reflect_navigation[webkit]","tests","Wed Oct 29 21:56:54 UTC 2025","passed","Wed Oct 29 21:57:02 UTC 2025","TestNavigationConsistency","test_cross_module_navigation","",""
"
Test typical HR Manager workflow.

Workflow:
1. Check dashboard for quick stats
2. View employees in PIM
3. Check leave requests
4. Review recruitment pipeline
","7920","test_hr_manager_workflow[firefox]","tests","Wed Oct 29 21:56:35 UTC 2025","passed","Wed Oct 29 21:56:43 UTC 2025","TestCommonUserWorkflows","test_cross_module_navigation","",""
"
Smoke test: Verify user dropdown is accessible.

Critical test to ensure users can access account options.
","420","test_smoke_user_dropdown_accessible[chromium]","tests","Wed Oct 29 21:57:47 UTC 2025","passed","Wed Oct 29 21:57:47 UTC 2025","TestNavigationHeaderSmoke","test_navigation_header","",""
"
Test that save button is enabled when page loads.

Scenario:
    Given I am on the Leave Period configuration page
    Then the Save button should be enabled
    And the Reset button should be enabled

This verifies the page loads in a ready state.
","30","test_save_button_enabled[webkit]","tests","Wed Oct 29 21:56:56 UTC 2025","passed","Wed Oct 29 21:56:56 UTC 2025","TestLeavePeriodValidation","test_leave_period","",""
"
Smoke test: Verify Leave Period page loads successfully.

Critical test to ensure the page is accessible and displays
all essential elements.
","44","test_smoke_leave_period_page_loads[webkit]","tests","Wed Oct 29 21:57:17 UTC 2025","passed","Wed Oct 29 21:57:17 UTC 2025","TestLeavePeriodSmoke","test_leave_period","",""
"
Smoke test: Basic cross-module navigation works.

Critical test to ensure users can navigate between modules.
","8393","test_smoke_basic_cross_module_navigation[webkit]","tests","Wed Oct 29 21:55:48 UTC 2025","passed","Wed Oct 29 21:55:56 UTC 2025","TestCrossModuleNavigationSmoke","test_cross_module_navigation","",""
"
Verify user dropdown menu items appear when opened.

Tests that clicking the user dropdown reveals all expected menu items
(Change Password, About, Support, Logout).
","888","test_user_dropdown_menu_items[webkit]","tests","Wed Oct 29 21:57:51 UTC 2025","passed","Wed Oct 29 21:57:52 UTC 2025","TestNavigationHeaderVisibility","test_navigation_header","",""
"
Data-driven test for end date calculation across all 12 months.

This parametrized test verifies that the end date calculation
works correctly for every month of the year, using JSON test data.

Scenario:
    Given I am on the Leave Period configuration page
    When I select a start month and date
    Then the end date should contain the expected month

Test data covers all 12 months with expected end date calculations.

Args:
    start_month: Start month for leave period
    start_date: Start date for leave period
    expected_end_month: Expected month in end date
","160","test_all_months_end_date_calculation[chromium-month_january]","tests","Wed Oct 29 21:56:48 UTC 2025","passed","Wed Oct 29 21:56:48 UTC 2025","TestLeavePeriodMonthConfiguration","test_leave_period","",""
"
Verify current leave period is displayed on the page.

Scenario:
    Given I am on the Leave Period configuration page
    Then I should see the current leave period displayed
    And it should be in the format ""YYYY-MM-DD to YYYY-MM-DD""

This verifies that users can see the currently configured leave period.
","25","test_view_current_leave_period[webkit]","tests","Wed Oct 29 21:57:13 UTC 2025","passed","Wed Oct 29 21:57:13 UTC 2025","TestLeavePeriodHappyPath","test_leave_period","",""
"
Test that NavigationHeader is available on all authenticated pages.

Verifies that the navigation header persists when navigating
between different modules.
","4580","test_navigation_header_available_on_all_pages[webkit]","tests","Wed Oct 29 21:58:22 UTC 2025","passed","Wed Oct 29 21:58:27 UTC 2025","TestNavigationHeaderIntegration","test_navigation_header","",""
"
Test navigation to Buzz module.

Verifies that clicking Buzz menu navigates to the Buzz (social) module
and the URL changes accordingly.
","1369","test_navigate_to_buzz[webkit]","tests","Wed Oct 29 21:58:00 UTC 2025","passed","Wed Oct 29 21:58:02 UTC 2025","TestNavigationHeaderMainMenu","test_navigation_header","",""
"
Test logout functionality.

Verifies that clicking logout redirects to login page and
the session is terminated.
","1718","test_logout_functionality[chromium]","tests","Wed Oct 29 21:57:19 UTC 2025","passed","Wed Oct 29 21:57:21 UTC 2025","TestNavigationHeaderUserDropdown","test_navigation_header","",""
"
Test navigation to PIM module.

Verifies that clicking PIM menu navigates to the PIM module
and the URL changes accordingly.
","2294","test_navigate_to_pim[webkit]","tests","Wed Oct 29 21:57:39 UTC 2025","passed","Wed Oct 29 21:57:41 UTC 2025","TestNavigationHeaderMainMenu","test_navigation_header","",""
"
Data-driven test for edge case leave period configurations.

Scenario:
    Given I am on the Leave Period configuration page
    When I configure the leave period with edge case data
    Then the end date should be calculated correctly
    And the configuration should save successfully

Test data includes edge cases like:
- Last day of February (shorter month)
- Mid-month start dates
- Last day of 30-day months
- Last day of 31-day months

Args:
    start_month: Start month for leave period
    start_date: Start date for leave period
    expected_end_display: Expected end date display
    description: Test scenario description
","1226","test_edge_case_configurations[chromium-last_day_december]","tests","Wed Oct 29 21:58:01 UTC 2025","passed","Wed Oct 29 21:58:03 UTC 2025","TestLeavePeriodEdgeCases","test_leave_period","",""
"
Test navigation to Leave module.

Verifies that clicking Leave menu navigates to the Leave module from Dashboard.
","2111","test_navigate_to_leave[chromium]","tests","Wed Oct 29 21:57:16 UTC 2025","passed","Wed Oct 29 21:57:18 UTC 2025","TestNavigationHeaderMainMenu","test_navigation_header","",""
"
Data-driven test for edge case leave period configurations.

Scenario:
    Given I am on the Leave Period configuration page
    When I configure the leave period with edge case data
    Then the end date should be calculated correctly
    And the configuration should save successfully

Test data includes edge cases like:
- Last day of February (shorter month)
- Mid-month start dates
- Last day of 30-day months
- Last day of 31-day months

Args:
    start_month: Start month for leave period
    start_date: Start date for leave period
    expected_end_display: Expected end date display
    description: Test scenario description
","1214","test_edge_case_configurations[chromium-mid_month_june]","tests","Wed Oct 29 21:57:54 UTC 2025","passed","Wed Oct 29 21:57:55 UTC 2025","TestLeavePeriodEdgeCases","test_leave_period","",""
"
Test typical employee self-service workflow.

Workflow:
1. View dashboard
2. Update personal info (My Info)
3. Apply for leave
4. Submit timesheet
","7538","test_employee_self_service_workflow[firefox]","tests","Wed Oct 29 21:56:50 UTC 2025","passed","Wed Oct 29 21:56:58 UTC 2025","TestCommonUserWorkflows","test_cross_module_navigation","",""
"
Smoke test: Verify Leave Period page loads successfully.

Critical test to ensure the page is accessible and displays
all essential elements.
","27","test_smoke_leave_period_page_loads[chromium]","tests","Wed Oct 29 21:56:49 UTC 2025","passed","Wed Oct 29 21:56:49 UTC 2025","TestLeavePeriodSmoke","test_leave_period","",""
"
Test that navigation doesn't depend on previous navigation state.

Verifies that each navigation action works independently,
regardless of navigation history.
","11120","test_navigation_state_independent[webkit]","tests","Wed Oct 29 21:56:38 UTC 2025","passed","Wed Oct 29 21:56:49 UTC 2025","TestNavigationConsistency","test_cross_module_navigation","",""
"
Data-driven test for end date calculation across all 12 months.

This parametrized test verifies that the end date calculation
works correctly for every month of the year, using JSON test data.

Scenario:
    Given I am on the Leave Period configuration page
    When I select a start month and date
    Then the end date should contain the expected month

Test data covers all 12 months with expected end date calculations.

Args:
    start_month: Start month for leave period
    start_date: Start date for leave period
    expected_end_month: Expected month in end date
","392","test_all_months_end_date_calculation[firefox-month_april]","tests","Wed Oct 29 21:59:35 UTC 2025","passed","Wed Oct 29 21:59:35 UTC 2025","TestLeavePeriodMonthConfiguration","test_leave_period","",""
"
Test navigation works correctly after page refresh.

Verifies that refreshing the page doesn't break navigation.
","5093","test_navigation_with_page_refresh[firefox]","tests","Wed Oct 29 21:56:55 UTC 2025","passed","Wed Oct 29 21:57:00 UTC 2025","TestNavigationPerformance","test_cross_module_navigation","",""
"
Smoke test: Verify Leave Period page loads successfully.

Critical test to ensure the page is accessible and displays
all essential elements.
","163","test_smoke_leave_period_page_loads[firefox]","tests","Wed Oct 29 21:57:27 UTC 2025","passed","Wed Oct 29 21:57:28 UTC 2025","TestLeavePeriodSmoke","test_leave_period","",""
"
Test navigation to Maintenance module.

Verifies that clicking Maintenance menu navigates to the Maintenance
module and the URL changes accordingly.
","1234","test_navigate_to_maintenance[firefox]","tests","Wed Oct 29 21:58:38 UTC 2025","passed","Wed Oct 29 21:58:39 UTC 2025","TestNavigationHeaderMainMenu","test_navigation_header","",""
"
Test navigation to About page.

Verifies that clicking About in the user dropdown
opens the about dialog or page.
","1075","test_about_opening[chromium]","tests","Wed Oct 29 21:57:27 UTC 2025","passed","Wed Oct 29 21:57:28 UTC 2025","TestNavigationHeaderUserDropdown","test_navigation_header","",""
"
Test that NavigationHeader uses composition pattern correctly.

Verifies that the nav_header attribute is available on page objects
and works as expected via composition (not inheritance).
","369","test_navigation_header_composition_pattern[chromium]","tests","Wed Oct 29 21:57:36 UTC 2025","passed","Wed Oct 29 21:57:36 UTC 2025","TestNavigationHeaderIntegration","test_navigation_header","",""
"
Smoke test: Basic cross-module navigation works.

Critical test to ensure users can navigate between modules.
","6236","test_smoke_basic_cross_module_navigation[firefox]","tests","Wed Oct 29 21:55:50 UTC 2025","passed","Wed Oct 29 21:55:57 UTC 2025","TestCrossModuleNavigationSmoke","test_cross_module_navigation","",""
"
Verify all main menu items are visible after login.

Tests that the navigation header displays all expected menu items
for a logged-in user with standard permissions.
","973","test_main_menu_items_visible[chromium]","tests","Wed Oct 29 21:57:06 UTC 2025","passed","Wed Oct 29 21:57:07 UTC 2025","TestNavigationHeaderVisibility","test_navigation_header","",""
"
Test method chaining for fluent API.

Scenario:
    Given I am on the Leave Period configuration page
    When I use method chaining to configure leave period
    Then all methods should execute successfully
    And the configuration should be saved

This verifies that the fluent interface pattern works correctly.
","290","test_method_chaining[webkit]","tests","Wed Oct 29 21:57:23 UTC 2025","passed","Wed Oct 29 21:57:23 UTC 2025","TestLeavePeriodHappyPath","test_leave_period","",""
"
Smoke test: Round-trip navigation works.

Critical test to ensure users can navigate away and return.
","4927","test_smoke_round_trip_navigation[webkit]","tests","Wed Oct 29 21:56:15 UTC 2025","passed","Wed Oct 29 21:56:20 UTC 2025","TestCrossModuleNavigationSmoke","test_cross_module_navigation","",""
"
Test that Leave Period page maintains Leave module navigation.

Scenario:
    Given I am on the Leave Period configuration page
    Then I should see Leave module top bar
    And I should be able to navigate to other Leave pages

This verifies the Leave module top bar is available on Leave Period page.

Note:
    This test is skipped because the leave_period_page fixture navigates
    directly to the Leave Period URL, which doesn't load the full Leave
    module UI context. This is expected behavior for direct URL navigation.
    The test would pass if navigating via the UI (Configure dropdown),
    but that navigation method has locator issues.
","0","test_leave_period_maintains_leave_navigation[firefox]","tests","Wed Oct 29 21:57:06 UTC 2025","skipped","Wed Oct 29 21:57:06 UTC 2025","TestLeavePeriodIntegration","test_leave_period","",""
"
Smoke test: Navigation header persists across modules.

Critical test to ensure navigation header doesn't disappear.
","8701","test_smoke_navigation_header_persistent[webkit]","tests","Wed Oct 29 21:56:02 UTC 2025","passed","Wed Oct 29 21:56:10 UTC 2025","TestCrossModuleNavigationSmoke","test_cross_module_navigation","",""
"
Smoke test: Verify current leave period is always displayed.

Critical test to ensure users can see the current configuration.
","5","test_smoke_current_period_displayed[chromium]","tests","Wed Oct 29 21:56:40 UTC 2025","passed","Wed Oct 29 21:56:40 UTC 2025","TestLeavePeriodSmoke","test_leave_period","",""
"
Data-driven test for end date calculation across all 12 months.

This parametrized test verifies that the end date calculation
works correctly for every month of the year, using JSON test data.

Scenario:
    Given I am on the Leave Period configuration page
    When I select a start month and date
    Then the end date should contain the expected month

Test data covers all 12 months with expected end date calculations.

Args:
    start_month: Start month for leave period
    start_date: Start date for leave period
    expected_end_month: Expected month in end date
","365","test_all_months_end_date_calculation[webkit-month_january]","tests","Wed Oct 29 21:57:11 UTC 2025","passed","Wed Oct 29 21:57:11 UTC 2025","TestLeavePeriodMonthConfiguration","test_leave_period","",""
"
Demo: Invalid login attempt with visual highlighting.

Shows how to use highlight() when debugging error scenarios.

Scenario:
    Given: User is on the login page
    When: User enters invalid credentials with highlights
    Then: Error message should be visible and highlighted

Args:
    login_page: LoginPage instance
","4329","test_invalid_login_with_highlight[firefox]","tests","Wed Oct 29 21:57:38 UTC 2025","passed","Wed Oct 29 21:57:43 UTC 2025","","test_login_demo","",""
"
Test navigation to Change Password page.

Verifies that clicking Change Password in the user dropdown
navigates to the password change page.
","659","test_change_password_navigation[chromium]","tests","Wed Oct 29 21:57:34 UTC 2025","passed","Wed Oct 29 21:57:34 UTC 2025","TestNavigationHeaderUserDropdown","test_navigation_header","",""
"
Test navigation to Maintenance module.

Verifies that clicking Maintenance menu navigates to the Maintenance
module and the URL changes accordingly.
","1119","test_navigate_to_maintenance[webkit]","tests","Wed Oct 29 21:58:07 UTC 2025","passed","Wed Oct 29 21:58:08 UTC 2025","TestNavigationHeaderMainMenu","test_navigation_header","",""
"
Demo: Login test with visual highlighting for debugging.

This test shows how to use Playwright's native highlight() during development
to visually identify which elements are being interacted with.

Scenario:
    Given: User is on the login page
    When: User enters valid credentials with visual highlights
    Then: User should be redirected to dashboard

Args:
    login_page: LoginPage instance
    config_service: Configuration service with credentials
","4221","test_login_with_highlight_demo[webkit]","tests","Wed Oct 29 21:57:17 UTC 2025","passed","Wed Oct 29 21:57:21 UTC 2025","","test_login_demo","",""
"
Smoke test: Verify basic configure and save workflow.

Critical end-to-end test for the primary use case.
","1222","test_smoke_configure_and_save[chromium]","tests","Wed Oct 29 21:56:57 UTC 2025","passed","Wed Oct 29 21:56:58 UTC 2025","TestLeavePeriodSmoke","test_leave_period","",""
"
Test navigation to Leave Period from Leave List page.

Scenario:
    Given I am on the Leave List page
    When I click Configure dropdown
    And I click Leave Period menu item
    Then I should navigate to Leave Period configuration page
    And the page title should be ""Leave Period""

This verifies navigation integration within the Leave module.

TODO: Fix Configure dropdown locator in LeaveBasePage.
      Current locator: li.oxd-topbar-body-nav-tab:has-text('Configure')
      Issue: Element not clickable - may need more specific selector
","0","test_navigate_to_leave_period_from_leave_list[chromium]","tests","Wed Oct 29 21:56:35 UTC 2025","skipped","Wed Oct 29 21:56:35 UTC 2025","TestLeavePeriodIntegration","test_leave_period","",""
"
Verify user dropdown is visible and clickable.

Tests that the user dropdown button appears in the navigation header
and can be interacted with.
","378","test_user_dropdown_visible[webkit]","tests","Wed Oct 29 21:57:45 UTC 2025","passed","Wed Oct 29 21:57:46 UTC 2025","TestNavigationHeaderVisibility","test_navigation_header","",""
"
Demo: Method chaining with selective highlighting.

Shows how to combine fluent API with strategic highlights for debugging.

Scenario:
    Given: User is on the login page
    When: User previews elements with highlights
    And: User executes login with method chaining
    Then: Login should succeed

Args:
    login_page: LoginPage instance
    config_service: Configuration service
","2505","test_method_chaining_with_highlight[chromium]","tests","Wed Oct 29 21:57:00 UTC 2025","passed","Wed Oct 29 21:57:03 UTC 2025","","test_login_demo","",""
"
Test navigation to Support page.

Verifies that clicking Support in the user dropdown
navigates to the support page or opens support resources.
","674","test_support_navigation[chromium]","tests","Wed Oct 29 21:57:41 UTC 2025","passed","Wed Oct 29 21:57:42 UTC 2025","TestNavigationHeaderUserDropdown","test_navigation_header","",""
"
Data-driven test for end date calculation across all 12 months.

This parametrized test verifies that the end date calculation
works correctly for every month of the year, using JSON test data.

Scenario:
    Given I am on the Leave Period configuration page
    When I select a start month and date
    Then the end date should contain the expected month

Test data covers all 12 months with expected end date calculations.

Args:
    start_month: Start month for leave period
    start_date: Start date for leave period
    expected_end_month: Expected month in end date
","276","test_all_months_end_date_calculation[chromium-month_february]","tests","Wed Oct 29 21:58:04 UTC 2025","passed","Wed Oct 29 21:58:05 UTC 2025","TestLeavePeriodMonthConfiguration","test_leave_period","",""
"
Test opening the user dropdown.

Verifies that the user dropdown can be opened and menu items
become visible.
","281","test_open_user_dropdown[chromium]","tests","Wed Oct 29 21:57:26 UTC 2025","passed","Wed Oct 29 21:57:26 UTC 2025","TestNavigationHeaderUserDropdown","test_navigation_header","",""
"
Test Leave to Time navigation workflow.

Common workflow: Check leave balance, then view timesheets.
","1399","test_navigate_leave_to_time_workflow[chromium]","tests","Wed Oct 29 21:56:11 UTC 2025","passed","Wed Oct 29 21:56:13 UTC 2025","TestSequentialNavigation","test_cross_module_navigation","",""
"
Test navigation to About page.

Verifies that clicking About in the user dropdown
opens the about dialog or page.
","1158","test_about_opening[webkit]","tests","Wed Oct 29 21:58:03 UTC 2025","passed","Wed Oct 29 21:58:04 UTC 2025","TestNavigationHeaderUserDropdown","test_navigation_header","",""
"
Test typical HR Manager workflow.

Workflow:
1. Check dashboard for quick stats
2. View employees in PIM
3. Check leave requests
4. Review recruitment pipeline
","5048","test_hr_manager_workflow[chromium]","tests","Wed Oct 29 21:56:16 UTC 2025","passed","Wed Oct 29 21:56:21 UTC 2025","TestCommonUserWorkflows","test_cross_module_navigation","",""
"
Demo: Method chaining with selective highlighting.

Shows how to combine fluent API with strategic highlights for debugging.

Scenario:
    Given: User is on the login page
    When: User previews elements with highlights
    And: User executes login with method chaining
    Then: Login should succeed

Args:
    login_page: LoginPage instance
    config_service: Configuration service
","3191","test_method_chaining_with_highlight[webkit]","tests","Wed Oct 29 21:57:31 UTC 2025","passed","Wed Oct 29 21:57:34 UTC 2025","","test_login_demo","",""
"
Smoke test: Verify basic navigation works.

Critical test to ensure users can navigate between modules.
","4358","test_smoke_navigation_works[webkit]","tests","Wed Oct 29 21:58:26 UTC 2025","passed","Wed Oct 29 21:58:30 UTC 2025","TestNavigationHeaderSmoke","test_navigation_header","",""
"
Test that save button is enabled when page loads.

Scenario:
    Given I am on the Leave Period configuration page
    Then the Save button should be enabled
    And the Reset button should be enabled

This verifies the page loads in a ready state.
","14","test_save_button_enabled[chromium]","tests","Wed Oct 29 21:56:34 UTC 2025","passed","Wed Oct 29 21:56:34 UTC 2025","TestLeavePeriodValidation","test_leave_period","",""
"
Test round trip navigation with user dropdown interaction.

Verifies that user dropdown works correctly after navigating
between modules.
","7089","test_round_trip_with_user_dropdown[firefox]","tests","Wed Oct 29 21:56:20 UTC 2025","passed","Wed Oct 29 21:56:27 UTC 2025","TestRoundTripNavigation","test_cross_module_navigation","",""
"
Verify user cannot login with empty username.

Scenario:
    Given: User is on the login page
    When: User enters only password (no username)
    And: User clicks the login button
    Then: User should remain on the login page

Args:
    login_page: LoginPage instance
","840","test_empty_username[webkit]","tests","Wed Oct 29 21:57:06 UTC 2025","passed","Wed Oct 29 21:57:07 UTC 2025","","test_login","",""
"
Verify user cannot login with empty password.

Scenario:
    Given: User is on the login page
    When: User enters only username (no password)
    And: User clicks the login button
    Then: User should remain on the login page

Args:
    login_page: LoginPage instance
","289","test_empty_password[chromium]","tests","Wed Oct 29 21:56:47 UTC 2025","passed","Wed Oct 29 21:56:47 UTC 2025","","test_login","",""
"
Test admin configuration workflow.

Workflow:
1. Access admin panel
2. Configure system settings
3. Return to dashboard
4. Verify changes (navigate to relevant module)
","3864","test_admin_configuration_workflow[webkit]","tests","Wed Oct 29 21:55:49 UTC 2025","passed","Wed Oct 29 21:55:53 UTC 2025","TestCommonUserWorkflows","test_cross_module_navigation","",""
"
Verify user cannot login with empty password.

Scenario:
    Given: User is on the login page
    When: User enters only username (no password)
    And: User clicks the login button
    Then: User should remain on the login page

Args:
    login_page: LoginPage instance
","484","test_empty_password[webkit]","tests","Wed Oct 29 21:57:09 UTC 2025","passed","Wed Oct 29 21:57:10 UTC 2025","","test_login","",""
"
Test round trip navigation with user dropdown interaction.

Verifies that user dropdown works correctly after navigating
between modules.
","4458","test_round_trip_with_user_dropdown[chromium]","tests","Wed Oct 29 21:56:07 UTC 2025","passed","Wed Oct 29 21:56:11 UTC 2025","TestRoundTripNavigation","test_cross_module_navigation","",""
"
Test navigation to Leave Period from Leave List page.

Scenario:
    Given I am on the Leave List page
    When I click Configure dropdown
    And I click Leave Period menu item
    Then I should navigate to Leave Period configuration page
    And the page title should be ""Leave Period""

This verifies navigation integration within the Leave module.

TODO: Fix Configure dropdown locator in LeaveBasePage.
      Current locator: li.oxd-topbar-body-nav-tab:has-text('Configure')
      Issue: Element not clickable - may need more specific selector
","0","test_navigate_to_leave_period_from_leave_list[webkit]","tests","Wed Oct 29 21:56:58 UTC 2025","skipped","Wed Oct 29 21:56:58 UTC 2025","TestLeavePeriodIntegration","test_leave_period","",""
"
Test navigation to Directory module.

Verifies that clicking Directory menu navigates to the Directory
module and the URL changes accordingly.
","901","test_navigate_to_directory[firefox]","tests","Wed Oct 29 21:58:31 UTC 2025","passed","Wed Oct 29 21:58:32 UTC 2025","TestNavigationHeaderMainMenu","test_navigation_header","",""
"
Smoke test: Verify basic configure and save workflow.

Critical end-to-end test for the primary use case.
","1416","test_smoke_configure_and_save[webkit]","tests","Wed Oct 29 21:57:26 UTC 2025","passed","Wed Oct 29 21:57:28 UTC 2025","TestLeavePeriodSmoke","test_leave_period","",""
