"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
Test that NavigationHeader uses composition pattern correctly.

Verifies that the nav_header attribute is available on page objects
and works as expected via composition (not inheritance).
","415","test_navigation_header_composition_pattern[chromium]","tests","Wed Oct 29 00:50:00 UTC 2025","passed","Wed Oct 29 00:50:00 UTC 2025","TestNavigationHeaderIntegration","test_navigation_header","",""
"
Test end date calculation for all possible start months.

This parametrized test verifies that the end date calculation
works correctly for every month of the year.

Args:
    month: Start month to test
    expected_end_month: Expected month in the end date
","247","test_all_months_end_date_calculation[firefox-January-December]","tests","Wed Oct 29 00:49:27 UTC 2025","passed","Wed Oct 29 00:49:27 UTC 2025","TestLeavePeriodMonthConfiguration","test_leave_period","",""
"
Test performance review workflow.

Workflow:
1. View employee in PIM
2. Check employee performance
3. Review attendance (Time)
4. Check leave history
","12270","test_performance_review_workflow[chromium]","tests","Wed Oct 29 00:46:44 UTC 2025","passed","Wed Oct 29 00:46:57 UTC 2025","TestCommonUserWorkflows","test_cross_module_navigation","",""
"
Test end date calculation for all possible start months.

This parametrized test verifies that the end date calculation
works correctly for every month of the year.

Args:
    month: Start month to test
    expected_end_month: Expected month in the end date
","266","test_all_months_end_date_calculation[firefox-November-October]","tests","Wed Oct 29 00:51:50 UTC 2025","passed","Wed Oct 29 00:51:50 UTC 2025","TestLeavePeriodMonthConfiguration","test_leave_period","",""
"
Smoke test: Verify main navigation menu is visible.

Critical test to ensure the navigation header renders correctly
after login.
","495","test_smoke_main_menu_visible[webkit]","tests","Wed Oct 29 00:50:29 UTC 2025","passed","Wed Oct 29 00:50:30 UTC 2025","TestNavigationHeaderSmoke","test_navigation_header","",""
"
Smoke test: Verify logout works.

Critical test to ensure users can log out of the application.
","2198","test_smoke_logout_works[firefox]","tests","Wed Oct 29 00:51:06 UTC 2025","passed","Wed Oct 29 00:51:08 UTC 2025","TestNavigationHeaderSmoke","test_navigation_header","",""
"
Test navigation to Performance module.

Verifies that clicking Performance menu navigates to the Performance
module and the URL changes accordingly.
","2180","test_navigate_to_performance[chromium]","tests","Wed Oct 29 00:49:28 UTC 2025","passed","Wed Oct 29 00:49:30 UTC 2025","TestNavigationHeaderMainMenu","test_navigation_header","",""
"
Test navigation to Buzz module.

Verifies that clicking Buzz menu navigates to the Buzz (social) module
and the URL changes accordingly.
","1681","test_navigate_to_buzz[firefox]","tests","Wed Oct 29 00:50:25 UTC 2025","passed","Wed Oct 29 00:50:27 UTC 2025","TestNavigationHeaderMainMenu","test_navigation_header","",""
"
Test navigation through all main modules sequentially.

Simulates a user exploring different modules in the application,
verifying that each navigation works correctly.
","17118","test_navigate_through_all_main_modules[webkit]","tests","Wed Oct 29 00:46:25 UTC 2025","passed","Wed Oct 29 00:46:42 UTC 2025","TestSequentialNavigation","test_cross_module_navigation","",""
"
Configure leave period to start on April 1st (fiscal year).

Scenario:
    Given I am on the Leave Period configuration page
    When I select ""April"" as start month
    And I select ""01"" as start date
    Then the end date should be ""March 31""
    When I save the configuration
    Then I should see a success message

This tests a common fiscal year leave period configuration.
","1362","test_configure_leave_period_april_first[webkit]","tests","Wed Oct 29 00:48:28 UTC 2025","passed","Wed Oct 29 00:48:30 UTC 2025","TestLeavePeriodHappyPath","test_leave_period","",""
"
Test performance review workflow.

Workflow:
1. View employee in PIM
2. Check employee performance
3. Review attendance (Time)
4. Check leave history
","12866","test_performance_review_workflow[webkit]","tests","Wed Oct 29 00:46:52 UTC 2025","passed","Wed Oct 29 00:47:05 UTC 2025","TestCommonUserWorkflows","test_cross_module_navigation","",""
"
Test end date calculation for all possible start months.

This parametrized test verifies that the end date calculation
works correctly for every month of the year.

Args:
    month: Start month to test
    expected_end_month: Expected month in the end date
","236","test_all_months_end_date_calculation[webkit-July-June]","tests","Wed Oct 29 00:50:49 UTC 2025","passed","Wed Oct 29 00:50:50 UTC 2025","TestLeavePeriodMonthConfiguration","test_leave_period","",""
"
Verify user cannot login with empty password.

Scenario:
    Given: User is on the login page
    When: User enters only username (no password)
    And: User clicks the login button
    Then: User should remain on the login page

Args:
    login_page: LoginPage instance
","1945","test_empty_password[firefox]","tests","Wed Oct 29 00:48:54 UTC 2025","passed","Wed Oct 29 00:48:56 UTC 2025","","test_login","",""
"
Test Leave to Time navigation workflow.

Common workflow: Check leave balance, then view timesheets.
","3304","test_navigate_leave_to_time_workflow[chromium]","tests","Wed Oct 29 00:47:13 UTC 2025","passed","Wed Oct 29 00:47:16 UTC 2025","TestSequentialNavigation","test_cross_module_navigation","",""
"
Demo: Login test with visual highlighting for debugging.

This test shows how to use Playwright's native highlight() during development
to visually identify which elements are being interacted with.

Scenario:
    Given: User is on the login page
    When: User enters valid credentials with visual highlights
    Then: User should be redirected to dashboard

Args:
    login_page: LoginPage instance
    config_service: Configuration service with credentials
","5899","test_login_with_highlight_demo[firefox]","tests","Wed Oct 29 00:49:12 UTC 2025","passed","Wed Oct 29 00:49:18 UTC 2025","","test_login_demo","",""
"
Test end date calculation for all possible start months.

This parametrized test verifies that the end date calculation
works correctly for every month of the year.

Args:
    month: Start month to test
    expected_end_month: Expected month in the end date
","253","test_all_months_end_date_calculation[chromium-June-May]","tests","Wed Oct 29 00:50:28 UTC 2025","passed","Wed Oct 29 00:50:28 UTC 2025","TestLeavePeriodMonthConfiguration","test_leave_period","",""
"
Test that URL changes correctly reflect navigation actions.

Verifies that each navigation action results in a unique URL
corresponding to the target module.
","12859","test_url_changes_reflect_navigation[firefox]","tests","Wed Oct 29 00:48:15 UTC 2025","passed","Wed Oct 29 00:48:28 UTC 2025","TestNavigationConsistency","test_cross_module_navigation","",""
"
Test navigation to Leave module.

Verifies that clicking Leave menu navigates to the Leave module from Dashboard.
","8147","test_navigate_to_leave[chromium]","tests","Wed Oct 29 00:49:19 UTC 2025","passed","Wed Oct 29 00:49:27 UTC 2025","TestNavigationHeaderMainMenu","test_navigation_header","",""
"
Test reset button restores previous values.

Scenario:
    Given I am on the Leave Period configuration page
    And I have configured a leave period
    When I change the start month and date
    And I click the Reset button
    Then the values should return to the previous state

This verifies that users can discard changes before saving.
","959","test_reset_functionality[firefox]","tests","Wed Oct 29 00:50:14 UTC 2025","passed","Wed Oct 29 00:50:15 UTC 2025","TestLeavePeriodEdgeCases","test_leave_period","",""
